,Derrick Coleman,Larry Johnson,Shaquille O'Neal,Chris Webber,Glenn Robinson,Joe Smith,Allen Iverson,Tim Duncan,Michael Olowokandi,Elton Brand,Kenyon Martin,Kwame Brown,Yao Ming,LeBron James,Dwight Howard,Andrew Bogut,Andrea Bargnani,Greg Oden,Derrick Rose,Blake Griffin,John Wall,Kyrie Irving,Anthony Davis,Anthony Bennett,Andrew Wiggins,Karl-Anthony Towns,Ben Simmons,Markelle Fultz,Deandre Ayton,Zion Williamson,Anthony Edwards,Cade Cunningham
0,2895,671,735,847,907,957,1037,1089,1179,1247,1281,1368,1445,237,220,1593,1700,1798,401,189,1014,228,117,2048,475,447,417,165,22,666969,3547238,17896075
