,Pick,Teams,Draft Year,Player,Games Played,TotalMinPlayed,TotalPointsScored,TotalRebounds,TotalAssist,FieldGoal_%,3point_% ,FreeThrow_%,Win Shares,Win_sharesPer48mins,BoxPlus-Minus,ValueOverReplacementPlayer,AveMinPerGame,AvePointsPerGame,AveReboundPerGame,AveAssistPerGame
599,41,SAS,2000,Chris Carrawell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,42,OKC,2000,Olumide Oyedeji,93.0,587.0,127.0,196.0,11.0,0.495,0.0,0.659,1.2,0.095,0.0,0.0,6.3,1.4,2.1,0.1
601,43,MIL,2000,Michael Redd,629.0,20104.0,11972.0,2411.0,1338.0,0.447,0.38,0.838,55.9,0.134,2.2,21.4,32.0,19.0,3.8,2.1
602,44,DET,2000,Brian Cardinal,456.0,6477.0,2108.0,1050.0,465.0,0.408,0.372,0.861,15.4,0.114,0.0,3.2,14.2,4.6,2.3,1.0
603,45,SAC,2000,Jabari Smith,108.0,1063.0,329.0,178.0,66.0,0.413,0.125,0.69,1.3,0.058,0.0,0.0,9.8,3.0,1.6,0.6
604,46,TOR,2000,DeeAndre Hulett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,47,OKC,2000,Josip Sesar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,48,PHI,2000,Mark Karcher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,49,MIL,2000,Jason Hart,341.0,5289.0,1623.0,567.0,774.0,0.417,0.315,0.788,8.6,0.078,0.0,1.0,15.5,4.8,1.7,2.3
608,50,UTA,2000,Kaniel Dickens,19.0,85.0,22.0,12.0,2.0,0.4,0.333,0.75,0.1,0.055,0.0,0.0,4.5,1.2,0.6,0.1
609,51,MIN,2000,Igor Rakočević,42.0,244.0,78.0,17.0,33.0,0.379,0.417,0.806,0.1,0.022,0.0,0.0,5.8,1.9,0.4,0.8
610,52,MIA,2000,Ernest Brown,3.0,21.0,3.0,6.0,0.0,0.167,0.0,0.25,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0
611,53,DEN,2000,Dan McClintock,6.0,58.0,18.0,17.0,1.0,0.5,0.0,0.0,0.0,0.007,0.0,0.0,9.7,3.0,2.8,0.2
612,54,SAS,2000,Cory Hightower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,55,GSW,2000,Chris Porter,51.0,1147.0,440.0,189.0,61.0,0.389,0.0,0.667,0.2,0.008,0.0,0.0,22.5,8.6,3.7,1.2
614,56,IND,2000,Jaquay Walls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,57,ATL,2000,Scoonie Penn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,58,DAL,2000,Pete Mickeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,1,WAS,2001,Kwame Brown,607.0,13389.0,4035.0,3333.0,554.0,0.492,0.111,0.57,20.8,0.074,0.0,0.0,22.1,6.6,5.5,0.9
618,2,LAC,2001,Tyson Chandler,1160.0,31617.0,9509.0,10467.0,967.0,0.597,0.0,0.644,102.1,0.155,0.1,16.9,27.3,8.2,9.0,0.8
619,3,ATL,2001,Pau Gasol,1226.0,41001.0,20894.0,11305.0,3925.0,0.507,0.368,0.753,144.1,0.169,3.6,57.5,33.4,17.0,9.2,3.2
620,4,CHI,2001,Eddy Curry,527.0,13109.0,6820.0,2725.0,287.0,0.545,1.0,0.642,21.7,0.08,0.0,0.0,24.9,12.9,5.2,0.5
621,5,GSW,2001,Jason Richardson,857.0,29241.0,14644.0,4245.0,2284.0,0.438,0.37,0.707,59.1,0.097,1.2,23.8,34.1,17.1,5.0,2.7
622,6,MEM,2001,Shane Battier,977.0,30004.0,8408.0,4082.0,1717.0,0.437,0.384,0.743,75.7,0.121,1.7,28.2,30.7,8.6,4.2,1.8
623,7,BRK,2001,Eddie Griffin,303.0,6729.0,2171.0,1744.0,236.0,0.377,0.315,0.671,10.9,0.078,0.0,2.8,22.2,7.2,5.8,0.8
624,8,CLE,2001,DeSagana Diop,601.0,8403.0,1185.0,2219.0,270.0,0.427,0.167,0.467,12.8,0.073,0.0,0.2,14.0,2.0,3.7,0.4
625,9,DET,2001,Rodney White,218.0,3354.0,1540.0,485.0,237.0,0.424,0.314,0.749,1.8,0.026,0.0,0.0,15.4,7.1,2.2,1.1
626,10,BOS,2001,Joe Johnson,1277.0,44236.0,20407.0,5059.0,5001.0,0.441,0.371,0.802,82.9,0.09,0.4,26.5,34.6,16.0,4.0,3.9
627,11,BOS,2001,Kedrick Brown,143.0,1935.0,509.0,347.0,103.0,0.405,0.274,0.64,3.0,0.074,0.0,0.4,13.5,3.6,2.4,0.7
628,12,OKC,2001,Vladimir Radmanović,737.0,16164.0,5879.0,2784.0,998.0,0.415,0.378,0.758,26.5,0.079,0.0,7.6,21.9,8.0,3.8,1.4
629,13,HOU,2001,Richard Jefferson,1181.0,34293.0,14904.0,4720.0,2412.0,0.464,0.376,0.768,83.0,0.116,0.2,19.4,29.0,12.6,4.0,2.0
630,14,GSW,2001,Troy Murphy,729.0,19921.0,7860.0,5708.0,1088.0,0.445,0.388,0.785,50.3,0.121,0.1,10.6,27.3,10.8,7.8,1.5
631,15,ORL,2001,Steven Hunter,400.0,5993.0,1817.0,1264.0,79.0,0.56,0.0,0.485,10.6,0.085,0.0,0.0,15.0,4.5,3.2,0.2
632,16,CHA,2001,Kirk Haston,27.0,134.0,32.0,27.0,8.0,0.232,0.0,0.5,0.0,0.0,0.0,0.0,5.0,1.2,1.0,0.3
633,17,TOR,2001,Michael Bradley,173.0,2016.0,483.0,591.0,93.0,0.477,0.143,0.511,2.0,0.047,0.0,0.0,11.7,2.8,3.4,0.5
634,18,HOU,2001,Jason Collins,735.0,14974.0,2621.0,2706.0,626.0,0.411,0.206,0.647,20.1,0.064,0.0,0.0,20.4,3.6,3.7,0.9
635,19,POR,2001,Zach Randolph,1116.0,34616.0,18578.0,10208.0,2049.0,0.471,0.273,0.764,81.1,0.112,0.2,18.8,31.0,16.6,9.1,1.8
636,20,CLE,2001,Brendan Haywood,816.0,18680.0,5538.0,4875.0,442.0,0.528,0.0,0.587,43.8,0.113,0.0,2.9,22.9,6.8,6.0,0.5
637,21,BOS,2001,Joseph Forte,25.0,125.0,30.0,17.0,17.0,0.234,0.0,0.8,0.0,0.0,0.0,0.0,5.0,1.2,0.7,0.7
638,22,ORL,2001,Jeryl Sasser,82.0,1061.0,204.0,191.0,67.0,0.303,0.295,0.687,0.7,0.032,0.0,0.0,12.9,2.5,2.3,0.8
639,23,HOU,2001,Brandon Armstrong,108.0,699.0,239.0,63.0,24.0,0.352,0.333,0.6,0.0,0.0,0.0,0.0,6.5,2.2,0.6,0.2
640,24,UTA,2001,Raül López,113.0,2135.0,733.0,194.0,428.0,0.429,0.346,0.853,2.1,0.047,0.0,0.0,18.9,6.5,1.7,3.8
641,25,SAC,2001,Gerald Wallace,832.0,24731.0,9933.0,4838.0,1725.0,0.469,0.312,0.709,59.7,0.116,1.8,23.5,29.7,11.9,5.8,2.1
642,26,PHI,2001,Samuel Dalembert,886.0,21646.0,6814.0,6942.0,465.0,0.521,0.083,0.706,51.3,0.114,0.0,4.6,24.4,7.7,7.8,0.5
643,27,MEM,2001,Jamaal Tinsley,547.0,14443.0,4652.0,1605.0,3330.0,0.393,0.299,0.716,17.2,0.057,0.0,7.1,26.4,8.5,2.9,6.1
644,28,SAS,2001,Tony Parker,1254.0,38279.0,19473.0,3396.0,7036.0,0.491,0.324,0.751,111.3,0.14,1.1,30.1,30.5,15.5,2.7,5.6
645,30,CHI,2001,Trenton Hassell,644.0,16278.0,3741.0,1826.0,1132.0,0.445,0.318,0.765,13.8,0.041,0.0,0.0,25.3,5.8,2.8,1.8
646,31,GSW,2001,Gilbert Arenas,552.0,19351.0,11402.0,2168.0,2909.0,0.421,0.351,0.803,51.3,0.127,2.6,22.3,35.1,20.7,3.9,5.3
647,32,ORL,2001,Omar Cook,22.0,213.0,37.0,13.0,46.0,0.333,0.0,0.5,0.0,0.0,0.0,0.0,9.7,1.7,0.6,2.1
648,33,MEM,2001,Will Solomon,115.0,1584.0,584.0,132.0,225.0,0.378,0.298,0.692,0.0,0.0,0.0,0.0,13.8,5.1,1.1,2.0
649,34,ATL,2001,Terence Morris,139.0,1934.0,472.0,377.0,93.0,0.407,0.196,0.711,1.0,0.025,0.0,0.0,13.9,3.4,2.7,0.7
650,35,BRK,2001,Brian Scalabrine,520.0,6772.0,1594.0,1034.0,436.0,0.39,0.344,0.783,7.6,0.054,0.0,0.0,13.0,3.1,2.0,0.8
651,36,CLE,2001,Jeff Trepagnier,31.0,270.0,88.0,43.0,22.0,0.337,0.462,0.7,0.0,0.0,0.0,0.0,8.7,2.8,1.4,0.7
652,37,PHI,2001,Damone Brown,39.0,351.0,108.0,52.0,19.0,0.336,0.286,0.667,0.0,0.0,0.0,0.0,9.0,2.8,1.3,0.5
653,38,DET,2001,Mehmet Okur,634.0,18429.0,8561.0,4436.0,1089.0,0.458,0.375,0.797,54.7,0.142,1.1,14.5,29.1,13.5,7.0,1.7
654,39,NYK,2001,Michael Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,40,OKC,2001,Earl Watson,878.0,19494.0,5593.0,1985.0,3871.0,0.411,0.324,0.703,19.2,0.047,0.0,2.8,22.2,6.4,2.3,4.4
656,41,IND,2001,Jamison Brewer,54.0,468.0,89.0,50.0,56.0,0.372,0.25,0.393,0.0,0.0,0.0,0.0,8.7,1.6,0.9,1.0
657,42,OKC,2001,Bobby Simmons,466.0,11513.0,4189.0,1791.0,710.0,0.437,0.396,0.823,20.1,0.084,0.0,3.6,24.7,9.0,3.8,1.5
658,43,NYK,2001,Eric Chenowith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,44,DAL,2001,Kyle Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,45,CHI,2001,Sean Lampley,45.0,550.0,203.0,94.0,33.0,0.463,0.0,0.691,1.1,0.096,0.0,0.0,12.2,4.5,2.1,0.7
661,46,MIN,2001,Loren Woods,215.0,2428.0,555.0,682.0,74.0,0.419,0.143,0.642,3.1,0.062,0.0,0.0,11.3,2.6,3.2,0.3
662,47,DEN,2001,Ousmane Cisse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,48,MEM,2001,Antonis Fotsis,28.0,320.0,108.0,62.0,10.0,0.404,0.304,0.85,0.1,0.017,0.0,0.0,11.4,3.9,2.2,0.4
664,49,MIA,2001,Ken Johnson,16.0,156.0,32.0,32.0,0.0,0.405,0.0,0.333,0.0,0.0,0.0,0.0,9.8,2.0,2.0,0.0
665,50,POR,2001,Ruben Boumtje-Boumtje,44.0,276.0,43.0,57.0,6.0,0.368,0.0,0.556,0.2,0.027,0.0,0.0,6.3,1.0,1.3,0.1
666,51,PHO,2001,Alton Ford,73.0,524.0,186.0,124.0,11.0,0.507,0.0,0.697,0.8,0.074,0.0,0.0,7.2,2.5,1.7,0.2
667,52,MIL,2001,Andre Hutson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,53,UTA,2001,Jarron Collins,542.0,8542.0,2095.0,1579.0,419.0,0.455,0.0,0.699,15.7,0.088,0.0,0.0,15.8,3.9,2.9,0.8
669,54,DAL,2001,Kenny Satterfield,75.0,1062.0,321.0,95.0,176.0,0.335,0.218,0.746,0.0,0.0,0.0,0.0,14.2,4.3,1.3,2.3
670,55,SAC,2001,Maurice Jeffers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,56,SAS,2001,Robertas Javtokas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,57,PHI,2001,Alvin Jones,23.0,126.0,26.0,36.0,3.0,0.4,0.0,0.5,0.1,0.034,0.0,0.0,5.5,1.1,1.6,0.1
673,58,SAS,2001,Bryan Bracey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,1,HOU,2002,Yao Ming,486.0,15818.0,9247.0,4494.0,769.0,0.524,0.2,0.833,65.9,0.2,3.2,20.7,32.5,19.0,9.2,1.6
675,2,CHI,2002,Jay Williams,75.0,1961.0,714.0,195.0,350.0,0.399,0.322,0.64,0.8,0.02,0.0,0.0,26.1,9.5,2.6,4.7
676,3,GSW,2002,Mike Dunleavy,986.0,27340.0,11048.0,4211.0,2185.0,0.441,0.377,0.803,58.5,0.103,0.3,15.7,27.7,11.2,4.3,2.2
677,4,MEM,2002,Drew Gooden,790.0,20127.0,8653.0,5618.0,896.0,0.462,0.257,0.76,43.9,0.105,0.0,4.3,25.5,11.0,7.1,1.1
678,5,DEN,2002,Nikoloz Tskitishvili,172.0,1946.0,507.0,307.0,114.0,0.304,0.235,0.73,0.0,0.0,0.0,0.0,11.3,2.9,1.8,0.7
679,6,CLE,2002,Dajuan Wagner,103.0,2202.0,964.0,142.0,195.0,0.366,0.321,0.77,0.0,0.0,0.0,0.0,21.4,9.4,1.4,1.9
680,7,NYK,2002,Nenê,965.0,25237.0,10909.0,5828.0,1719.0,0.548,0.132,0.66,73.3,0.139,1.0,18.8,26.2,11.3,6.0,1.8
681,8,LAC,2002,Chris Wilcox,628.0,12474.0,5150.0,3076.0,455.0,0.541,0.0,0.643,26.9,0.103,0.0,1.2,19.9,8.2,4.9,0.7
682,9,PHO,2002,Amar'e Stoudemire,846.0,26254.0,15994.0,6632.0,1050.0,0.537,0.236,0.761,92.5,0.169,1.3,21.9,31.0,18.9,7.8,1.2
683,10,MIA,2002,Caron Butler,881.0,28333.0,12430.0,4387.0,2007.0,0.434,0.348,0.847,50.9,0.086,0.0,12.6,32.2,14.1,5.0,2.3
684,11,WAS,2002,Jared Jeffries,629.0,13579.0,3003.0,2563.0,798.0,0.426,0.25,0.583,13.1,0.046,0.0,0.0,21.6,4.8,4.1,1.3
685,12,LAC,2002,Melvin Ely,375.0,6005.0,1992.0,1215.0,261.0,0.46,0.0,0.625,4.0,0.032,0.0,0.0,16.0,5.3,3.2,0.7
686,13,MIL,2002,Marcus Haislip,89.0,854.0,311.0,131.0,16.0,0.437,0.35,0.659,0.5,0.026,0.0,0.0,9.6,3.5,1.5,0.2
687,14,IND,2002,Fred Jones,430.0,10299.0,3206.0,958.0,990.0,0.411,0.353,0.809,16.5,0.077,0.0,2.6,24.0,7.5,2.2,2.3
688,15,HOU,2002,Boštjan Nachbar,317.0,5628.0,2252.0,836.0,283.0,0.406,0.375,0.784,8.7,0.074,0.0,0.6,17.8,7.1,2.6,0.9
689,16,PHI,2002,Jiří Welsch,247.0,4596.0,1519.0,602.0,375.0,0.403,0.343,0.752,5.7,0.059,0.0,0.1,18.6,6.1,2.4,1.5
690,17,WAS,2002,Juan Dixon,436.0,8509.0,3678.0,816.0,775.0,0.413,0.341,0.833,6.1,0.034,0.0,0.0,19.5,8.4,1.9,1.8
691,18,ORL,2002,Curtis Borchardt,83.0,1117.0,258.0,278.0,64.0,0.421,0.0,0.742,1.0,0.041,0.0,0.0,13.5,3.1,3.3,0.8
692,19,UTA,2002,Ryan Humphrey,85.0,772.0,197.0,189.0,18.0,0.344,0.0,0.539,0.0,0.0,0.0,0.0,9.1,2.3,2.2,0.2
693,20,TOR,2002,Kareem Rush,346.0,5956.0,2213.0,572.0,353.0,0.4,0.358,0.703,1.7,0.013,0.0,0.0,17.2,6.4,1.7,1.0
694,21,POR,2002,Qyntel Woods,167.0,2060.0,691.0,385.0,105.0,0.452,0.357,0.603,1.4,0.032,0.0,0.0,12.3,4.1,2.3,0.6
695,22,PHO,2002,Casey Jacobsen,287.0,5320.0,1488.0,516.0,304.0,0.393,0.352,0.769,6.2,0.056,0.0,0.0,18.5,5.2,1.8,1.1
696,23,DET,2002,Tayshaun Prince,1017.0,31576.0,11272.0,4332.0,2406.0,0.455,0.367,0.756,63.1,0.096,0.3,18.0,31.0,11.1,4.3,2.4
697,24,BRK,2002,Nenad Krstić,419.0,10547.0,4210.0,2261.0,346.0,0.494,0.143,0.73,21.5,0.098,0.0,0.0,25.2,10.0,5.4,0.8
698,25,DEN,2002,Frank Williams,86.0,952.0,253.0,77.0,166.0,0.352,0.3,0.833,0.1,0.003,0.0,0.0,11.1,2.9,0.9,1.9
699,26,SAS,2002,John Salmons,895.0,23672.0,8292.0,2603.0,2183.0,0.431,0.366,0.799,33.9,0.069,0.0,6.7,26.4,9.3,2.9,2.4
700,27,LAL,2002,Chris Jefferies,72.0,861.0,281.0,88.0,29.0,0.383,0.365,0.667,0.0,0.0,0.0,0.0,12.0,3.9,1.2,0.4
701,28,SAC,2002,Dan Dickau,300.0,4617.0,1745.0,405.0,752.0,0.401,0.341,0.831,5.9,0.061,0.0,0.6,15.4,5.8,1.4,2.5
702,30,GSW,2002,Steve Logan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,31,CHI,2002,Roger Mason,518.0,9147.0,3289.0,897.0,677.0,0.408,0.383,0.866,13.0,0.068,0.0,1.4,17.7,6.3,1.7,1.3
704,32,MEM,2002,Robert Archibald,44.0,328.0,51.0,69.0,16.0,0.283,0.0,0.429,0.0,0.0,0.0,0.0,7.5,1.2,1.6,0.4
705,33,DEN,2002,Vincent Yarbrough,59.0,1381.0,406.0,162.0,130.0,0.393,0.269,0.79,1.0,0.035,0.0,0.0,23.4,6.9,2.7,2.2
706,34,MIL,2002,Dan Gadzuric,527.0,7793.0,2465.0,2326.0,196.0,0.5,0.0,0.498,15.8,0.097,0.0,0.0,14.8,4.7,4.4,0.4
707,35,CLE,2002,Carlos Boozer,861.0,26901.0,13976.0,8192.0,1928.0,0.521,0.071,0.722,80.3,0.143,1.4,23.1,31.2,16.2,9.5,2.2
708,36,NYK,2002,Milos Vujanic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,37,ATL,2002,David Andersen,103.0,1264.0,501.0,292.0,57.0,0.44,0.347,0.674,1.5,0.059,0.0,0.0,12.3,4.9,2.8,0.6
710,38,HOU,2002,Tito Maddox,9.0,35.0,11.0,7.0,5.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,3.9,1.2,0.8,0.6
711,39,WAS,2002,Rod Grizzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,40,WAS,2002,Juan Carlos Navarro,82.0,2117.0,896.0,210.0,177.0,0.402,0.361,0.849,1.4,0.031,0.0,0.0,25.8,10.9,2.6,2.2
713,41,LAC,2002,Mario Kasun,73.0,569.0,198.0,188.0,11.0,0.467,0.0,0.636,0.8,0.069,0.0,0.0,7.8,2.7,2.6,0.2
714,42,MIL,2002,Ronald Murray,487.0,11077.0,4817.0,1006.0,1096.0,0.414,0.304,0.725,8.5,0.037,0.0,0.0,22.7,9.9,2.1,2.3
715,43,POR,2002,Jason Jennings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,44,CHI,2002,Lonny Baxter,162.0,1884.0,637.0,477.0,40.0,0.466,0.2,0.657,2.9,0.075,0.0,0.0,11.6,3.9,2.9,0.2
717,45,PHI,2002,Sam Clancy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,46,MEM,2002,Matt Barnes,929.0,21967.0,7589.0,4281.0,1691.0,0.436,0.335,0.745,42.8,0.093,0.0,10.7,23.6,8.2,4.6,1.8
719,47,UTA,2002,Jamal Sampson,72.0,631.0,142.0,242.0,26.0,0.491,0.0,0.537,1.4,0.106,0.0,0.0,8.8,2.0,3.4,0.4
720,48,MIL,2002,Chris Owens,1.0,6.0,4.0,1.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0
721,49,OKC,2002,Peter Fehse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,50,BOS,2002,Darius Songaila,495.0,9229.0,3415.0,1689.0,589.0,0.499,0.158,0.844,15.9,0.083,0.0,0.0,18.6,6.9,3.4,1.2
723,51,POR,2002,Federico Kammerichs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,52,MIN,2002,Marcus Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,53,MIA,2002,Rasual Butler,809.0,17219.0,6092.0,1934.0,658.0,0.403,0.362,0.747,20.8,0.058,0.0,2.6,21.3,7.5,2.4,0.8
726,54,BRK,2002,Tamar Slay,66.0,517.0,173.0,70.0,31.0,0.361,0.265,0.538,0.0,0.0,0.0,0.0,7.8,2.6,1.1,0.5
727,55,DAL,2002,Mladen Sekularac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,56,SAS,2002,Luis Scola,743.0,19001.0,8882.0,4941.0,1194.0,0.493,0.339,0.74,45.7,0.115,0.0,6.4,25.6,12.0,6.7,1.6
729,57,SAS,2002,Randy Holcomb,4.0,11.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.0,2.8,0.5,0.3,0.0
730,58,SAC,2002,Corsley Edwards,10.0,110.0,27.0,25.0,3.0,0.323,0.0,0.583,0.1,0.026,0.0,0.0,11.0,2.7,2.5,0.3
731,1,CLE,2003,LeBron James,1351.0,51563.0,36559.0,10075.0,9962.0,0.505,0.345,0.734,248.3,0.231,8.9,141.4,38.2,27.1,7.5,7.4
732,2,DET,2003,Darko Miličić,468.0,8638.0,2813.0,1971.0,405.0,0.46,0.0,0.574,7.1,0.04,0.0,0.0,18.5,6.0,4.2,0.9
733,3,DEN,2003,Carmelo Anthony,1241.0,43048.0,28042.0,7728.0,3406.0,0.447,0.356,0.814,107.9,0.12,1.4,36.7,34.7,22.6,6.2,2.7
734,4,TOR,2003,Chris Bosh,893.0,31936.0,17189.0,7592.0,1795.0,0.494,0.335,0.799,106.0,0.159,1.9,31.1,35.8,19.2,8.5,2.0
735,5,MIA,2003,Dwyane Wade,1054.0,35773.0,23165.0,4933.0,5701.0,0.48,0.293,0.765,120.7,0.162,5.0,62.8,33.9,22.0,4.7,5.4
736,6,LAC,2003,Chris Kaman,735.0,19642.0,8208.0,5582.0,921.0,0.489,0.042,0.743,24.6,0.06,0.0,0.4,26.7,11.2,7.6,1.3
737,7,CHI,2003,Kirk Hinrich,879.0,27015.0,9594.0,2576.0,4245.0,0.411,0.375,0.8,52.5,0.093,0.0,13.3,30.7,10.9,2.9,4.8
738,8,MIL,2003,T.J. Ford,429.0,11882.0,4797.0,1331.0,2495.0,0.433,0.289,0.815,16.9,0.068,0.0,4.6,27.7,11.2,3.1,5.8
739,9,NYK,2003,Mike Sweetney,233.0,3610.0,1516.0,1045.0,145.0,0.485,0.0,0.689,7.8,0.103,0.0,0.0,15.5,6.5,4.5,0.6
740,10,WAS,2003,Jarvis Hayes,427.0,9898.0,3553.0,1330.0,459.0,0.415,0.356,0.798,10.2,0.049,0.0,0.0,23.2,8.3,3.1,1.1
741,11,GSW,2003,Mickaël Piétrus,557.0,11950.0,4629.0,1723.0,445.0,0.425,0.355,0.665,19.7,0.079,0.0,3.2,21.5,8.3,3.1,0.8
742,12,OKC,2003,Nick Collison,910.0,18603.0,5359.0,4701.0,939.0,0.534,0.208,0.723,44.5,0.115,0.0,3.1,20.4,5.9,5.2,1.0
743,13,MEM,2003,Marcus Banks,348.0,5571.0,2061.0,519.0,728.0,0.432,0.327,0.768,6.6,0.057,0.0,0.0,16.0,5.9,1.5,2.1
744,14,OKC,2003,Luke Ridnour,830.0,21623.0,7740.0,1877.0,3713.0,0.431,0.349,0.862,36.0,0.08,0.0,7.5,26.1,9.3,2.3,4.5
745,15,ORL,2003,Reece Gaines,71.0,605.0,123.0,53.0,50.0,0.324,0.269,0.606,0.0,0.0,0.0,0.0,8.5,1.7,0.7,0.7
746,16,BOS,2003,Troy Bell,6.0,34.0,11.0,4.0,4.0,0.222,0.0,1.0,0.0,0.0,0.0,0.0,5.7,1.8,0.7,0.7
747,17,PHO,2003,Žarko Čabarkapa,150.0,1550.0,640.0,312.0,85.0,0.427,0.273,0.733,1.1,0.035,0.0,0.0,10.3,4.3,2.1,0.6
748,18,NOP,2003,David West,1034.0,29144.0,14034.0,6590.0,2273.0,0.495,0.265,0.817,85.9,0.141,1.7,27.6,28.2,13.6,6.4,2.2
749,19,UTA,2003,Sasha Pavlović,567.0,8888.0,2787.0,1000.0,517.0,0.404,0.346,0.673,7.0,0.038,0.0,0.0,15.7,4.9,1.8,0.9
750,20,BOS,2003,Dahntay Jones,624.0,9799.0,3353.0,1082.0,529.0,0.439,0.329,0.751,9.9,0.048,0.0,0.0,15.7,5.4,1.7,0.8
751,21,ATL,2003,Boris Diaw,1064.0,28768.0,9139.0,4634.0,3684.0,0.493,0.336,0.717,51.6,0.086,0.1,15.5,27.0,8.6,4.4,3.5
752,22,BRK,2003,Zoran Planinić,148.0,1584.0,561.0,198.0,165.0,0.405,0.289,0.677,1.5,0.046,0.0,0.0,10.7,3.8,1.3,1.1
753,23,POR,2003,Travis Outlaw,622.0,13026.0,5273.0,1974.0,514.0,0.423,0.337,0.744,16.5,0.061,0.0,2.1,20.9,8.5,3.2,0.8
754,24,LAL,2003,Brian Cook,421.0,5649.0,2312.0,1115.0,252.0,0.439,0.382,0.783,10.2,0.086,0.0,0.5,13.4,5.5,2.6,0.6
755,25,DET,2003,Carlos Delfino,507.0,11580.0,4115.0,1815.0,887.0,0.401,0.365,0.758,22.5,0.093,0.5,7.2,22.8,8.1,3.6,1.7
756,26,MIN,2003,Ndudi Ebi,19.0,86.0,40.0,19.0,4.0,0.486,0.0,0.462,0.1,0.051,0.0,0.0,4.5,2.1,1.0,0.2
757,27,MEM,2003,Kendrick Perkins,782.0,17162.0,4214.0,4532.0,813.0,0.53,0.0,0.594,27.9,0.078,0.0,0.6,21.9,5.4,5.8,1.0
758,28,SAS,2003,Leandro Barbosa,850.0,18386.0,9035.0,1720.0,1775.0,0.459,0.387,0.821,37.4,0.098,0.0,8.6,21.6,10.6,2.0,2.1
759,29,DAL,2003,Josh Howard,507.0,15350.0,7270.0,2886.0,817.0,0.448,0.332,0.77,38.0,0.119,0.6,10.0,30.3,14.3,5.7,1.6
760,30,NYK,2003,Maciej Lampe,64.0,632.0,215.0,142.0,22.0,0.407,0.25,0.676,0.0,0.0,0.0,0.0,9.9,3.4,2.2,0.3
