City_ID,Derrick Coleman,Gary Payton,Mahmoud Abdul-Rauf,Dennis Scott,Kendall Gill,Felton Spencer,Lionel Simmons,Bo Kimble,Willie Burton,Rumeal Robinson,Larry Johnson,Kenny Anderson,Billy Owens,Dikembe Mutombo,Steve Smith,Doug Smith,Luc Longley,Mark Macon,Stacey Augmon,Bison Dele,Shaquille O'Neal,Alonzo Mourning,Christian Laettner,Jim Jackson,LaPhonso Ellis,Tom Gugliotta,Walt Williams,Todd Day,Clarence Weatherspoon,Adam Keefe,Chris Webber,Shawn Bradley,Anfernee Hardaway,Jamal Mashburn,Isaiah Rider,Calbert Cheaney,Bobby Hurley,Vin Baker,Rodney Rogers,Lindsey Hunter,Glenn Robinson,Jason Kidd,Grant Hill,Donyell Marshall,Juwan Howard,Sharone Wright,Lamond Murray,Brian Grant,Eric Montross,Eddie Jones,Joe Smith,Antonio McDyess,Jerry Stackhouse,Rasheed Wallace,Kevin Garnett,Bryant Reeves,Damon Stoudamire,Shawn Respert,Ed O'Bannon,Kurt Thomas,Allen Iverson,Marcus Camby,Shareef Abdur-Rahim,Stephon Marbury,Ray Allen,Antoine Walker,Lorenzen Wright,Kerry Kittles,Samaki Walker,Erick Dampier,Tim Duncan,Keith Van Horn,Chauncey Billups,Antonio Daniels,Tony Battie,Ron Mercer,Tim Thomas,Adonal Foyle,Tracy McGrady,Danny Fortson,Michael Olowokandi,Mike Bibby,Raef LaFrentz,Antawn Jamison,Vince Carter,Robert Traylor,Jason Williams,Larry Hughes,Dirk Nowitzki,Paul Pierce,Elton Brand,Steve Francis,Baron Davis,Lamar Odom,Jonathan Bender,Wally Szczerbiak,Richard Hamilton,Andre Miller,Shawn Marion,Jason Terry,Kenyon Martin,Stromile Swift,Darius Miles,Marcus Fizer,Mike Miller,DerMarr Johnson,Chris Mihm,Jamal Crawford,Joel Przybilla,Keyon Dooling,Kwame Brown,Tyson Chandler,Pau Gasol,Eddy Curry,Jason Richardson,Shane Battier,Eddie Griffin,DeSagana Diop,Rodney White,Joe Johnson,Yao Ming,Jay Williams,Mike Dunleavy,Drew Gooden,Nikoloz Tskitishvili,Dajuan Wagner,Nene,Chris Wilcox,Amar'e Stoudemire,Caron Butler,LeBron James,Darko Milicic,Carmelo Anthony,Chris Bosh,Dwyane Wade,Chris Kaman,Kirk Hinrich,T.J. Ford,Mike Sweetney,Jarvis Hayes,Dwight Howard,Emeka Okafor,Ben Gordon,Shaun Livingston,Devin Harris,Josh Childress,Luol Deng,Rafael Araujo,Andre Iguodala,Luke Jackson,Andrew Bogut,Marvin Williams,Deron Williams,Chris Paul,Raymond Felton,Martell Webster,Charlie Villanueva,Channing Frye,Ike Diogu,Andrew Bynum,Andrea Bargnani,LaMarcus Aldridge,Adam Morrison,Tyrus Thomas,Shelden Williams,Brandon Roy,Randy Foye,Rudy Gay,Patrick O'Bryant,Mouhamed Sene,Greg Oden,Kevin Durant,Al Horford,Mike Conley,Jeff Green,Yi Jianlian,Corey Brewer,Brandan Wright,Joakim Noah,Spencer Hawes,Derrick Rose,Michael Beasley,O.J. Mayo,Russell Westbrook,Kevin Love,Danilo Gallinari,Eric Gordon,Joe Alexander,D.J. Augustin,Brook Lopez,Blake Griffin,Hasheem Thabeet,James Harden,Tyreke Evans,Ricky Rubio,Jonny Flynn,Stephen Curry,Jordan Hill,DeMar DeRozan,Brandon Jennings,John Wall,Evan Turner,Derrick Favors,Wesley Johnson,DeMarcus Cousins,Ekpe Udoh,Greg Monroe,Al-Farouq Aminu,Gordon Hayward,Paul George,Kyrie Irving,Derrick Williams,Enes Freedom,Tristan Thompson,Jonas Valanciunas,Jan Vesely,Bismack Biyombo,Brandon Knight,Kemba Walker,Jimmer Fredette,Anthony Davis,Michael Kidd-Gilchrist,Bradley Beal,Dion Waiters,Thomas Robinson,Damian Lillard,Harrison Barnes,Terrence Ross,Andre Drummond,Austin Rivers,Anthony Bennett,Victor Oladipo,Otto Porter Jr.,Cody Zeller,Alex Len,Nerlens Noel,Ben McLemore,Kentavious Caldwell-Pope,Trey Burke,CJ McCollum,Andrew Wiggins,Jabari Parker,Joel Embiid,Aaron Gordon,Dante Exum,Marcus Smart,Julius Randle,Nik Stauskas,Noah Vonleh,Elfrid Payton,Karl-Anthony Towns,D'Angelo Russell,Jahlil Okafor,Kristaps Porzingis,Mario Hezonja,Willie Cauley-Stein,Emmanuel Mudiay,Stanley Johnson,Frank Kaminsky,Justise Winslow,Ben Simmons,Brandon Ingram,Jaylen Brown,Dragan Bender,Kris Dunn,Buddy Hield,Jamal Murray,Marquese Chriss,Jakob Poeltl,Thon Maker,Markelle Fultz,Lonzo Ball,Jayson Tatum,Josh Jackson,De'Aaron Fox,Jonathan Isaac,Lauri Markkanen,Frank Ntilikina,Dennis Smith Jr.,Zach Collins,Deandre Ayton,Marvin Bagley III,Luka Doncic,Jaren Jackson Jr.,Trae Young,Mo Bamba,Wendell Carter Jr.,Collin Sexton,Kevin Knox,Mikal Bridges,Zion Williamson,Ja Morant,RJ Barrett,De'Andre Hunter,Darius Garland,Jarrett Culver,Coby White,Jaxson Hayes,Rui Hachimura,Cam Reddish,Anthony Edwards,James Wiseman,LaMelo Ball,Patrick Williams,Isaac Okoro,Onyeka Okongwu,Killian Hayes,Obi Toppin,Deni Avdija,Jalen Smith,Cade Cunningham,Jalen Green,Evan Mobley,Scottie Barnes,Jalen Suggs
0,2895,2968,3023,531,2952,616,2919,2905,546,608,671,697,684,660,685,706,661,673,702,735,771,740,793,752,731,732,727,736,847,818,799,826,837,820,803,810,806,835,907,908,879,877,922,899,884,892,887,881,957,965,946,948,971,952,960,974,962,978,1037,1016,1018,1027,1036,1009,1033,1024,1054,1012,1089,1119,1097,1086,1090,1096,1116,1103,1087,1092,1179,1199,1193,1198,88,1196,1161,1152,346,1168,1247,1232,1237,1216,1264,1251,1245,1222,1226,1242,1281,1285,1295,1292,1299,1276,1279,111,1286,1296,1368,94,170,1376,1372,1378,1358,1367,1363,1364,1445,1425,1429,1441,1430,1456,342,1422,1433,1439,237,1495,17,1482,461,1499,1505,1468,1496,220,1559,1562,280,195,1542,124,1549,224,1556,1593,482,1601,367,155,1620,1627,164,1652,1608,1700,6,1692,1671,1694,1689,1677,171,1679,1690,1798,140,219,104,188,1745,1764,1768,1771,1775,401,39,1811,472,285,167,178,1797,21,283,189,1854,192,150,404,1859,115,1851,125,1860,1014,451,153,245,107,453,325,10,204,172,228,1941,444,455,1954,48,258,465,1938,117,255,37,463,1996,278,30,402,137,393,2048,357,376,491,273,345,309,81,76,303,475,362,145,177,151,420,387,429,459,369,447,405,354,378,208,91,333,243,252,485,417,227,70,43,139,210,335,97,373,295,165,27,434,234,161,229,297,347,421,102,22,24,132,231,490,28,85,413,259,61,666969,666786,666423,666656,666581,666523,666956,666626,666609,3547238,3547240,3547239,3547248,3547247,3547244,3547241,3547243,3547242,3547264,17896075,17895966,17896076,17896055,17896073,17896065,17553979,17896026,17553994,17896027
