Player ID,Player ID,Season,Average Points,Average Assists,Average Blocks,Average Defensive Rebounds,Average Offensive Rebounds,Average 3PT Attempts,Average 3PT Made,Average 2PT Attempts,Average 2PT Made,Average Free Throw Attempts,Average Free Throws Made,Average Steals per Game,Average Mins per Game,Average Turn Overs per Game
625,884,2001,16.56,2.21,0.61,4.1,5.24,3.35,1.42,6.06,6.06,3.7,3.03,0.99,32:32,1.99
626,892,2001,9.35,1.9,0.43,5.65,7.99,0.03,0.0,3.97,3.97,1.65,1.4,0.67,31:20,1.69
627,887,2001,2.37,0.33,0.47,2.12,2.86,0.02,0.0,1.08,1.08,0.63,0.2,0.24,13:23,0.51
628,881,2001,18.27,3.23,0.95,3.91,4.67,4.72,1.84,6.38,6.38,4.38,3.67,1.44,38:57,1.83
629,957,2001,10.65,1.14,0.82,4.18,6.29,0.04,0.03,4.13,4.13,2.86,2.38,0.54,26:44,1.19
630,965,2001,11.44,1.67,0.67,3.67,5.44,0.0,0.0,4.22,4.22,3.67,3.0,0.67,23:42,2.0
631,946,2001,21.43,5.3,0.49,3.13,4.14,3.95,1.13,6.89,6.89,7.59,6.51,1.01,35:20,3.5
632,948,2001,19.25,1.92,1.28,6.44,8.16,4.01,1.44,7.63,7.63,3.47,2.54,1.28,37:32,1.66
633,971,2001,21.16,5.21,1.56,9.11,12.11,1.43,0.46,8.14,8.14,5.53,4.43,1.19,39:09,2.83
634,960,2001,13.55,6.53,0.09,2.85,3.89,3.93,1.39,4.92,4.92,2.61,2.32,0.89,37:14,1.99
635,978,2001,13.94,1.06,0.96,6.5,9.11,0.07,0.01,5.65,5.65,3.23,2.63,0.87,33:46,1.87
636,1037,2001,31.38,5.52,0.22,3.75,4.48,4.47,1.3,11.08,11.08,9.75,7.92,2.8,43:44,3.95
637,1016,2001,11.1,1.14,1.72,8.03,11.1,0.03,0.0,4.48,4.48,3.41,2.14,1.17,34:47,1.45
638,1018,2001,21.25,3.1,1.05,6.47,9.04,0.91,0.27,7.77,7.77,6.79,5.44,1.27,38:40,3.25
639,1027,2001,20.41,8.12,0.16,2.33,3.24,3.02,0.87,7.62,7.62,5.51,4.3,0.94,38:51,3.46
640,1036,2001,21.78,3.93,0.26,3.35,4.52,7.65,3.32,7.68,7.68,3.55,3.1,1.28,36:36,2.3
641,1009,2001,22.15,5.02,0.47,6.96,8.81,7.96,2.74,8.22,8.22,4.0,2.96,1.51,42:03,3.1
642,1033,2001,12.0,1.02,0.53,6.4,9.42,0.05,0.0,5.19,5.19,2.86,1.63,0.7,29:05,1.67
643,1024,2001,13.44,2.63,0.38,2.52,3.35,2.95,1.2,5.34,5.34,2.1,1.56,1.59,31:41,1.33
644,1054,2001,6.67,0.93,1.28,5.1,6.97,0.0,0.0,2.71,2.71,1.87,1.25,0.41,23:57,0.77
645,1012,2001,7.59,1.19,2.29,3.01,5.3,0.0,0.0,2.86,2.86,2.89,1.86,0.23,23:47,2.14
646,1089,2001,25.48,3.74,2.48,9.44,12.71,0.12,0.01,9.32,9.32,8.55,6.83,0.74,40:37,3.21
647,1119,2001,14.8,2.02,0.52,5.83,7.52,3.62,1.25,5.81,5.81,2.41,1.93,0.78,30:23,1.8
648,1097,2001,12.52,5.49,0.21,2.33,2.76,3.84,1.51,4.24,4.24,2.85,2.52,0.8,28:43,1.68
649,1086,2001,9.18,2.78,0.15,1.87,2.15,2.39,0.7,3.28,3.28,2.56,1.93,0.59,26:27,0.85
650,1090,2001,6.89,0.47,0.91,4.01,6.5,0.03,0.0,2.85,2.85,1.76,1.19,0.81,24:36,0.69
651,1096,2001,13.87,2.42,0.25,2.42,3.36,1.17,0.34,5.87,5.87,2.25,1.79,0.6,32:24,1.66
652,1116,2001,11.74,1.42,0.43,3.19,4.05,3.93,1.28,4.27,4.27,2.42,1.92,0.88,26:54,1.72
653,1103,2001,4.8,0.52,2.13,2.96,4.86,0.0,0.0,2.16,2.16,1.18,0.47,0.46,18:48,0.96
654,1087,2001,25.63,5.26,0.96,5.87,7.84,3.72,1.36,9.41,9.41,7.3,5.46,1.57,38:16,2.49
655,1092,2001,11.22,1.65,0.22,7.91,11.68,0.05,0.01,4.01,4.01,4.0,3.18,0.57,28:49,2.08
656,1179,2001,11.06,1.13,1.81,6.84,8.89,0.0,0.0,4.8,4.8,2.35,1.46,0.69,32:07,2.19
657,1199,2001,13.73,5.04,0.19,2.31,2.78,1.73,0.64,5.58,5.58,2.41,1.94,1.09,33:13,1.68
658,1193,2001,13.47,1.14,2.73,5.17,7.42,3.44,1.33,5.4,5.4,1.94,1.35,0.71,31:27,1.21
659,1198,2001,19.74,1.96,0.55,4.21,6.78,2.56,0.83,7.49,7.49,5.37,3.94,0.85,36:59,1.96
660,88,2001,24.73,3.98,0.75,2.92,5.22,5.22,2.02,9.32,9.32,5.12,4.08,1.57,39:45,2.57
661,1196,2001,3.74,0.61,0.61,1.97,3.07,0.02,0.02,1.43,1.43,1.38,0.87,0.39,11:06,0.74
662,1161,2001,14.75,7.98,0.11,2.66,3.0,6.62,1.95,5.78,5.78,1.55,1.23,1.71,34:25,3.29
663,1152,2001,12.26,4.33,0.32,2.22,3.36,1.27,0.25,4.7,4.7,3.55,2.62,1.55,28:01,2.34
664,346,2001,23.41,2.45,1.01,8.36,9.93,4.61,1.83,7.89,7.89,6.79,5.79,1.09,38:02,1.91
665,1168,2001,26.15,3.18,1.05,5.91,6.9,6.34,2.56,8.62,8.62,7.84,6.34,1.88,40:13,2.94
666,1247,2001,18.16,2.39,2.04,6.61,11.56,0.0,0.0,6.65,6.65,6.55,4.86,1.0,37:42,2.16
667,1232,2001,21.65,6.35,0.44,5.25,7.04,3.68,1.19,7.37,7.37,7.4,5.72,1.25,41:03,3.88
668,1237,2001,18.1,8.51,0.57,3.12,4.26,5.83,2.07,6.82,6.82,4.12,2.39,2.1,40:29,3.0
669,1216,2001,13.07,5.9,1.24,5.0,6.07,2.9,0.55,5.21,5.21,3.21,2.1,0.79,34:27,3.34
670,1264,2001,7.45,0.79,0.63,2.31,3.13,1.6,0.58,2.54,2.54,2.32,1.79,0.24,21:06,1.23
671,1251,2001,18.67,3.13,0.26,3.3,4.77,2.33,1.06,7.43,7.43,3.32,2.76,0.8,38:03,2.21
672,1245,2001,20.0,2.71,0.22,2.27,3.43,0.67,0.25,7.49,7.49,5.35,4.76,0.6,34:55,2.1
673,1222,2001,16.48,10.89,0.42,3.35,4.68,1.07,0.27,5.85,5.85,5.52,4.51,1.56,37:16,3.02
674,1226,2001,19.1,2.01,1.06,7.31,9.91,1.51,0.59,8.07,8.07,2.79,2.36,1.84,38:21,1.78
675,1242,2001,19.28,5.69,0.17,2.95,3.46,5.69,2.21,6.72,6.72,4.36,3.64,1.85,38:02,2.32
676,1281,2001,14.88,2.63,1.66,3.77,5.32,0.92,0.21,6.1,6.1,3.66,2.48,1.23,34:18,2.36
677,1285,2001,11.81,0.74,1.66,3.96,6.32,0.04,0.0,4.31,4.31,4.49,3.19,0.78,26:29,1.79
678,1295,2001,9.48,2.24,1.26,4.2,5.52,0.23,0.04,3.76,3.76,3.11,1.93,0.87,27:08,1.95
679,1292,2001,12.34,1.58,0.32,3.93,5.62,0.54,0.09,4.88,4.88,3.72,2.49,0.64,25:51,1.72
680,1299,2001,15.17,3.14,0.37,3.56,4.33,4.81,1.84,5.57,5.57,2.87,2.19,0.75,33:46,1.71
681,1276,2001,8.36,1.13,0.78,2.61,3.43,3.43,1.24,2.97,2.97,1.46,1.18,0.86,23:55,1.42
682,1279,2001,7.69,0.32,1.2,3.5,5.3,0.09,0.04,2.99,2.99,2.42,1.68,0.24,22:24,1.31
683,111,2001,9.3,2.39,0.22,1.26,1.48,2.52,1.13,3.87,3.87,0.57,0.43,0.78,20:56,1.39
684,1286,2001,2.68,0.3,1.66,2.89,3.99,0.01,0.0,1.07,1.07,1.27,0.54,0.28,15:51,0.61
685,1296,2001,4.14,0.86,0.21,0.21,0.21,1.0,0.29,1.57,1.57,0.86,0.71,0.29,11:13,0.71
686,1368,2001,4.53,0.75,0.46,2.37,3.47,0.02,0.0,1.65,1.65,1.74,1.23,0.28,14:20,0.75
687,94,2001,6.14,0.76,1.31,3.23,4.83,0.0,0.0,2.13,2.13,3.13,1.89,0.39,19:37,1.39
688,170,2001,17.57,2.72,2.06,6.0,8.9,0.06,0.01,6.72,6.72,5.82,4.12,0.5,36:36,2.73
689,1376,2001,6.71,0.35,0.74,2.24,3.78,0.0,0.0,2.63,2.63,2.22,1.46,0.22,15:59,0.96
690,1372,2001,14.39,2.95,0.39,2.7,4.25,3.08,1.03,5.8,5.8,2.63,1.76,1.33,32:50,2.0
691,1378,2001,14.42,2.77,1.04,3.05,5.36,3.54,1.32,5.28,5.28,3.63,2.54,1.55,39:43,1.99
692,1358,2001,8.79,0.73,1.84,4.1,5.7,3.74,1.23,3.34,3.34,1.18,0.88,0.23,25:57,0.64
693,1367,2001,1.39,0.28,0.56,0.67,0.94,0.0,0.0,0.67,0.67,0.28,0.06,0.06,6:05,0.67
694,1363,2001,3.5,0.75,0.13,1.0,1.13,0.56,0.13,1.31,1.31,0.88,0.75,0.56,7:58,0.88
695,1364,2001,7.55,2.32,0.26,2.36,3.34,1.69,0.49,3.26,3.26,0.69,0.53,0.77,24:53,0.92
696,1014,2001,5.02,0.63,0.2,1.26,1.85,0.28,0.11,2.02,2.02,1.0,0.87,0.24,10:32,0.63
697,2895,2002,9.41,1.36,1.08,4.67,7.03,1.05,0.34,3.48,3.48,2.67,2.09,0.83,27:13,1.5
698,2968,2002,20.43,8.29,0.25,3.19,4.18,2.28,0.68,8.31,8.31,4.4,3.13,1.66,40:07,2.34
699,2952,2002,8.71,1.9,0.18,2.4,3.02,0.72,0.23,3.49,3.49,1.96,1.5,0.95,25:14,1.32
700,697,2002,6.1,3.25,0.08,1.66,2.16,0.11,0.02,2.67,2.67,0.93,0.74,0.95,18:36,1.23
701,660,2002,6.0,0.83,1.61,4.26,6.61,0.0,0.0,2.13,2.13,2.39,1.74,0.17,22:09,1.48
702,673,2002,3.03,0.99,0.13,1.33,1.7,0.1,0.0,1.13,1.13,1.03,0.77,0.39,12:16,0.57
703,735,2002,27.48,3.07,2.37,7.21,11.07,0.0,0.0,10.37,10.37,10.82,6.73,0.57,37:48,2.93
704,740,2002,8.32,3.09,0.53,5.11,6.61,0.21,0.03,3.36,3.36,1.89,1.58,1.08,29:05,1.14
705,793,2002,7.73,1.87,0.06,2.83,4.16,1.13,0.51,3.24,3.24,0.87,0.75,0.49,20:47,1.27
706,752,2002,5.04,0.27,0.27,2.05,2.85,1.95,0.49,1.82,1.82,1.2,0.91,0.27,14:12,0.56
707,731,2002,4.88,1.12,0.15,2.77,3.73,0.04,0.0,2.27,2.27,0.35,0.35,0.54,16:30,1.19
708,732,2002,5.5,0.89,0.39,2.33,3.14,2.59,0.97,2.03,2.03,0.76,0.47,0.64,17:36,0.53
709,847,2002,23.01,5.43,1.31,8.12,10.51,0.31,0.07,9.87,9.87,5.28,3.21,1.58,39:03,3.21
710,818,2002,6.7,0.67,2.1,4.01,5.88,0.01,0.0,2.48,2.48,2.16,1.74,0.8,21:20,0.83
711,799,2002,10.6,4.05,0.45,3.31,4.45,1.26,0.45,4.41,4.41,1.67,1.33,1.14,30:38,2.5
712,826,2002,21.61,5.63,0.21,5.27,6.07,3.73,1.45,8.17,8.17,4.5,3.82,1.01,40:33,2.8
713,820,2002,8.64,2.01,0.16,2.6,3.51,0.31,0.12,4.01,4.01,0.85,0.49,0.8,29:02,1.33
714,810,2002,5.19,0.56,0.58,2.08,3.81,0.08,0.0,1.9,1.9,2.06,1.38,0.42,18:10,1.17
715,806,2002,7.03,1.57,0.46,2.97,3.87,1.94,0.65,2.69,2.69,1.32,1.0,0.74,19:13,1.34
716,835,2002,9.66,2.45,0.17,1.52,2.03,3.69,1.17,3.66,3.66,1.62,1.17,1.21,23:11,1.97
717,907,2002,20.81,2.97,0.38,5.38,6.62,3.81,1.3,7.81,7.81,4.43,3.88,1.32,37:33,3.59
718,908,2002,18.69,8.89,0.31,4.93,6.3,4.63,1.58,6.44,6.44,5.04,4.24,2.24,37:21,3.7
719,879,2002,14.52,4.21,0.45,5.72,7.1,0.14,0.03,5.21,5.21,4.97,4.07,0.97,28:59,2.9
720,877,2002,13.36,1.76,1.09,5.96,8.96,1.12,0.42,5.4,5.4,2.83,2.14,1.22,30:27,1.73
721,922,2002,18.42,3.04,0.35,5.25,7.6,0.05,0.03,7.36,7.36,4.56,3.66,1.0,35:29,2.45
722,892,2002,10.32,1.27,0.57,7.27,10.21,0.0,0.0,4.2,4.2,2.5,1.93,0.77,32:12,1.57
723,881,2002,18.49,3.68,0.66,4.06,4.81,5.13,2.09,6.19,6.19,4.89,4.02,1.36,38:02,1.81
724,957,2002,7.48,0.7,1.02,2.94,5.0,0.04,0.0,2.8,2.8,2.43,1.89,0.26,20:42,0.8
725,946,2002,21.54,4.51,0.4,2.81,3.69,3.5,1.01,7.01,7.01,7.4,6.5,0.93,39:15,2.76
726,948,2002,18.11,2.07,1.04,5.88,7.41,4.15,1.49,6.96,6.96,3.68,2.7,0.95,36:18,1.89
727,971,2002,22.96,6.04,1.57,10.46,13.44,0.87,0.24,9.06,9.06,6.12,4.6,1.38,40:30,2.79
728,960,2002,6.93,3.46,0.1,1.95,2.63,1.93,0.75,2.64,2.64,1.14,0.9,0.66,22:16,1.39
729,978,2002,14.0,2.0,1.2,5.89,7.86,0.04,0.02,6.14,6.14,2.27,1.7,1.0,31:47,1.7
730,1037,2002,27.59,5.54,0.16,3.37,4.2,3.7,1.02,9.8,9.8,8.98,6.95,2.74,42:29,3.49
731,1016,2002,7.38,1.33,1.08,4.46,7.0,0.13,0.08,3.21,3.21,1.25,0.88,0.75,20:36,0.88
732,1018,2002,19.85,2.99,0.47,6.2,8.36,0.74,0.26,6.99,6.99,6.68,5.62,1.07,38:01,2.62
733,1027,2002,22.3,8.07,0.25,2.59,3.25,3.65,1.1,8.28,8.28,5.77,4.63,1.33,40:06,3.25
734,1036,2002,22.54,4.39,0.18,3.78,5.01,7.01,2.64,7.87,7.87,4.54,4.16,1.36,37:53,2.61
735,1009,2002,20.13,4.78,0.4,5.95,7.22,7.46,2.41,7.73,7.73,3.67,2.26,1.49,41:28,3.33
736,1033,2002,11.39,1.14,0.77,5.11,7.54,0.07,0.0,4.64,4.64,3.19,2.1,0.73,28:20,1.57
737,1024,2002,13.05,2.62,0.46,3.08,3.88,3.37,1.2,5.11,5.11,2.08,1.63,1.55,30:04,0.85
738,1054,2002,4.42,0.96,0.82,3.78,5.49,0.01,0.0,1.72,1.72,1.51,0.99,0.3,18:34,0.84
739,1012,2002,8.21,0.71,1.88,3.6,6.62,0.02,0.0,3.16,3.16,2.71,1.89,0.33,24:06,1.37
740,1089,2002,23.26,3.9,2.93,9.68,12.88,0.27,0.07,8.81,8.81,7.83,5.56,0.68,39:17,3.06
741,1119,2002,15.89,1.26,0.41,4.93,7.08,2.38,0.88,6.2,6.2,3.24,2.61,0.85,31:37,2.03
742,1097,2002,16.2,3.88,0.2,3.18,3.69,5.14,2.01,4.95,4.95,4.89,4.3,0.85,31:29,1.81
743,1086,2002,3.75,1.27,0.13,0.91,1.07,0.88,0.27,1.25,1.25,1.13,0.97,0.49,12:59,0.48
744,1090,2002,7.27,0.73,1.21,4.25,6.46,0.07,0.01,2.97,2.97,1.76,1.31,0.49,25:08,0.72
745,1096,2002,7.72,1.56,0.19,1.69,2.14,0.22,0.04,3.39,3.39,1.13,0.9,0.68,23:12,0.75
746,1116,2002,13.33,1.28,0.61,3.65,4.86,3.31,1.21,5.15,5.15,2.33,1.81,0.88,29:29,1.66
747,1103,2002,5.37,0.45,2.5,3.83,5.98,0.01,0.0,2.26,2.26,1.27,0.85,0.49,21:47,0.89
748,1087,2002,32.09,5.48,0.79,4.89,6.51,5.97,2.31,11.05,11.05,9.68,7.68,1.65,39:19,2.6
749,1092,2002,3.47,0.71,0.0,2.65,4.29,0.06,0.0,1.18,1.18,1.71,1.12,0.53,12:58,0.88
750,1179,2002,12.25,1.31,2.19,7.53,9.11,0.0,0.0,5.17,5.17,2.92,1.92,0.5,38:02,2.72
751,1199,2002,15.91,5.18,0.15,2.05,2.67,2.49,1.02,5.98,5.98,3.4,2.93,1.31,33:21,2.31
752,1193,2002,9.26,0.78,1.32,2.97,4.78,1.68,0.68,3.86,3.86,1.28,0.87,0.51,23:20,0.67
753,1198,2002,22.22,1.9,0.55,4.67,7.05,2.55,0.79,8.43,8.43,5.79,4.57,0.93,39:22,2.16
754,88,2002,20.56,3.33,0.95,3.0,4.37,3.05,1.05,8.26,8.26,3.72,3.0,1.12,34:11,1.72
755,1196,2002,3.88,0.72,0.54,2.23,3.8,0.04,0.01,1.52,1.52,1.28,0.83,0.65,12:16,0.77
756,1161,2002,12.09,8.3,0.13,2.46,2.79,5.32,1.88,4.38,4.38,1.72,1.45,1.2,31:38,2.21
757,1152,2002,12.79,3.06,0.36,3.6,4.6,1.18,0.43,5.16,5.16,2.78,2.03,1.28,31:53,2.03
758,346,2002,25.14,2.99,1.03,8.88,9.89,4.88,1.85,8.63,8.63,6.85,6.04,1.39,39:00,1.9
759,1168,2002,25.92,4.42,0.78,5.97,7.32,4.95,1.49,8.39,8.39,9.53,7.65,1.76,39:11,3.65
760,1247,2002,18.48,2.53,2.55,6.77,11.34,0.02,0.0,7.27,7.27,5.74,3.94,1.15,39:31,2.6
761,1232,2002,21.02,6.2,0.51,4.2,6.16,2.96,1.05,7.05,7.05,7.35,5.88,1.74,41:00,3.69
762,1237,2002,17.12,6.4,0.44,2.6,3.72,5.66,1.98,6.64,6.64,2.62,1.86,1.82,37:51,2.8
763,1216,2002,14.57,3.63,0.84,5.45,6.65,2.63,0.86,5.47,5.47,3.57,2.78,0.86,34:14,2.86
764,1264,2002,6.59,0.91,1.22,1.98,2.89,1.15,0.41,2.43,2.43,1.83,1.3,0.17,17:47,0.91
765,1251,2002,17.56,2.62,0.42,3.62,4.63,2.79,1.17,6.75,6.75,3.33,2.88,0.85,35:16,1.67
766,1245,2002,19.66,2.54,0.16,2.8,3.88,1.45,0.39,6.95,6.95,6.44,5.37,0.78,32:11,2.44
767,1222,2002,13.6,6.71,0.14,2.9,3.95,1.35,0.29,4.71,4.71,4.89,3.89,1.24,36:24,2.58
768,1226,2002,21.19,2.44,1.17,7.09,9.54,4.49,1.74,8.17,8.17,3.64,3.1,2.28,41:39,1.94
769,1242,2002,17.22,7.41,0.17,2.99,3.44,5.32,1.98,6.02,6.02,3.6,3.2,1.56,38:04,3.07
770,1281,2002,16.66,2.4,0.91,6.18,8.31,0.56,0.12,6.61,6.61,5.09,3.32,1.27,34:05,2.49
771,1285,2002,9.66,0.67,1.55,4.03,5.73,0.03,0.0,3.51,3.51,3.66,2.64,0.82,22:00,1.48
772,1295,2002,9.22,2.63,1.03,3.73,5.42,0.21,0.0,3.93,3.93,2.31,1.37,1.0,29:56,2.66
773,1292,2002,11.71,1.26,0.45,3.58,5.68,0.16,0.03,4.68,4.68,3.53,2.32,0.37,21:15,1.5
774,1299,2002,15.55,2.62,0.32,4.54,5.25,4.62,1.68,5.74,5.74,2.86,2.4,0.65,33:37,1.92
775,1279,2002,5.92,0.54,0.73,2.65,4.44,0.06,0.0,2.23,2.23,2.02,1.46,0.35,15:30,0.92
776,111,2002,10.73,4.18,0.31,2.05,2.31,3.03,1.08,4.18,4.18,1.61,1.3,0.96,24:50,1.68
777,1286,2002,1.5,0.38,1.41,3.03,4.53,0.0,0.0,0.56,0.56,0.75,0.38,0.31,16:57,0.59
778,1296,2002,6.36,1.62,0.11,1.15,1.31,2.53,0.91,2.33,2.33,1.04,0.8,0.44,17:38,1.09
779,1368,2002,7.41,0.73,1.0,3.73,5.33,0.04,0.0,2.8,2.8,2.71,1.81,0.63,22:13,1.38
780,94,2002,9.21,1.01,1.41,4.6,6.85,0.0,0.0,3.43,3.43,3.88,2.36,0.49,24:20,1.8
781,170,2002,18.96,2.79,1.8,6.44,8.78,0.12,0.01,6.94,6.94,6.89,5.07,0.41,35:55,2.6
782,1376,2002,10.48,0.46,0.77,2.93,4.36,0.0,0.0,4.14,4.14,3.54,2.21,0.22,19:27,1.69
783,1372,2002,15.63,3.01,0.28,3.26,4.61,4.07,1.5,5.8,5.8,3.3,2.52,1.1,32:53,2.18
784,1378,2002,9.69,1.35,1.13,2.78,4.42,2.77,1.1,3.53,3.53,1.86,1.54,1.31,30:32,0.87
785,1358,2002,8.62,1.12,1.44,4.19,5.99,2.49,0.83,3.52,3.52,1.22,0.75,0.68,24:26,0.99
786,1367,2002,1.49,0.54,1.01,1.9,2.69,0.0,0.0,0.68,0.68,0.38,0.14,0.41,11:49,0.7
787,1363,2002,9.03,1.68,0.44,2.36,2.96,1.86,0.44,3.61,3.61,1.74,1.36,0.63,21:44,2.17
788,1364,2002,9.79,2.56,0.23,2.52,3.22,2.5,0.91,3.85,3.85,1.51,1.17,0.76,27:28,1.32
789,1445,2002,13.46,1.67,1.79,5.84,8.23,0.02,0.01,4.89,4.89,4.52,3.67,0.38,29:02,2.11
790,1425,2002,9.52,4.67,0.23,2.24,2.6,2.69,0.87,3.64,3.64,2.15,1.37,1.15,26:08,2.28
791,1429,2002,5.68,1.29,0.23,1.8,2.61,1.83,0.63,2.05,2.05,1.22,0.95,0.65,15:55,1.05
792,1441,2002,12.5,1.19,0.5,4.17,6.5,0.69,0.2,5.07,5.07,3.03,2.16,0.76,26:47,2.14
793,1430,2002,3.89,1.12,0.36,1.44,2.23,1.88,0.46,1.42,1.42,0.8,0.59,0.38,16:17,1.04
794,1456,2002,13.38,2.77,0.15,1.32,1.74,3.7,1.17,4.74,4.74,3.4,2.72,0.81,29:27,1.81
795,342,2002,10.49,1.86,0.81,3.54,6.14,0.04,0.0,4.01,4.01,4.26,2.46,1.59,28:13,2.26
796,1422,2002,3.72,0.46,0.26,1.57,2.26,0.0,0.0,1.59,1.59,1.09,0.54,0.15,10:25,0.57
797,1433,2002,13.49,0.95,1.06,5.74,8.79,0.12,0.02,4.78,4.78,5.9,3.9,0.76,31:20,2.3
798,1439,2002,15.4,2.73,0.4,3.36,5.09,1.37,0.44,5.5,5.5,4.81,3.96,1.76,36:36,2.46
799,2895,2003,7.97,1.35,0.76,4.32,5.65,1.06,0.24,3.15,3.15,1.91,1.44,0.68,24:52,1.68
800,2968,2003,14.62,5.48,0.23,3.29,4.17,2.01,0.67,5.88,5.88,3.07,2.2,1.17,34:35,1.84
801,2952,2003,9.63,1.59,0.29,2.3,3.39,0.68,0.16,3.84,3.84,2.43,1.79,1.16,25:09,1.48
802,697,2003,5.95,2.84,0.11,1.41,1.84,0.09,0.02,2.57,2.57,1.09,0.8,0.59,20:40,1.14
803,660,2003,5.58,0.38,1.89,4.49,6.72,0.0,0.0,2.17,2.17,1.83,1.25,0.26,23:03,0.83
804,673,2003,5.75,1.23,0.22,1.77,2.52,0.1,0.01,2.07,2.07,2.01,1.59,0.8,20:33,1.1
805,735,2003,21.48,2.93,2.48,7.81,11.48,0.0,0.0,8.27,8.27,10.09,4.94,0.51,36:47,2.91
806,771,2003,8.0,0.67,0.5,1.58,2.25,0.0,0.0,2.75,2.75,2.83,2.5,0.17,17:59,0.83
807,740,2003,5.92,1.85,0.58,3.79,4.83,0.44,0.13,2.48,2.48,1.04,0.83,0.77,20:29,0.88
808,793,2003,12.91,2.83,0.29,5.44,6.09,5.06,2.03,4.78,4.78,1.59,1.34,1.08,38:59,2.19
809,731,2003,2.93,1.15,0.22,2.22,3.4,0.07,0.02,1.27,1.27,0.51,0.36,0.56,14:52,0.71
810,847,2003,18.7,4.57,0.87,6.61,8.7,0.22,0.04,7.57,7.57,4.96,3.52,1.35,36:12,2.61
811,818,2003,3.32,0.3,1.12,1.53,2.62,0.02,0.0,1.35,1.35,0.74,0.62,0.5,11:33,0.26
812,799,2003,9.2,2.32,0.26,2.87,3.78,1.04,0.39,3.67,3.67,1.82,1.46,0.92,27:34,1.41
813,826,2003,20.84,2.47,0.26,5.16,6.16,3.53,1.0,8.21,8.21,4.21,3.42,0.74,38:24,1.95
814,820,2003,7.63,1.72,0.15,2.32,3.29,0.13,0.0,3.52,3.52,0.97,0.59,0.76,26:05,1.08
815,810,2003,9.83,1.22,0.59,3.11,5.19,0.06,0.02,3.85,3.85,2.91,2.11,0.54,24:28,1.43
816,806,2003,7.81,1.99,0.39,3.0,4.45,2.2,0.72,3.0,3.0,1.42,1.09,0.86,20:29,1.42
817,835,2003,3.55,2.58,0.18,1.64,2.03,1.52,0.42,1.48,1.48,0.24,0.15,1.18,19:47,1.03
818,907,2003,16.62,1.36,0.21,3.4,4.5,2.38,0.81,6.55,6.55,3.26,2.71,1.0,32:01,2.52
819,908,2003,15.56,9.29,0.2,5.2,6.45,4.36,1.42,5.52,5.52,3.76,3.11,1.85,37:01,3.2
820,877,2003,14.7,1.49,1.51,7.29,9.85,3.96,1.6,5.73,5.73,2.22,1.63,1.13,36:21,1.43
821,922,2003,16.99,1.95,0.27,4.93,7.04,0.01,0.0,6.53,6.53,4.85,3.93,0.67,35:36,2.2
822,884,2003,5.97,0.85,0.21,2.3,2.73,1.82,0.64,2.3,2.3,1.06,0.73,0.45,15:47,1.15
823,892,2003,8.74,0.91,0.46,4.61,6.89,0.01,0.0,3.8,3.8,1.45,1.13,0.67,30:17,1.08
824,881,2003,17.3,3.19,0.42,3.33,3.8,5.91,2.19,5.84,5.84,4.11,3.43,1.14,37:02,1.59
825,957,2003,10.92,1.03,1.24,5.43,8.46,0.07,0.01,4.09,4.09,3.17,2.72,0.62,29:43,1.08
826,965,2003,6.9,0.86,0.57,4.45,6.12,0.0,0.0,3.0,3.0,1.64,0.9,0.88,22:08,1.36
827,946,2003,13.92,3.96,0.12,3.0,3.62,2.5,0.88,4.92,4.92,3.96,3.19,0.92,29:48,3.38
828,948,2003,16.0,2.29,1.79,5.25,6.75,3.65,1.21,6.25,6.25,3.12,2.29,0.9,35:11,1.75
829,971,2003,24.23,4.99,2.17,10.9,13.89,0.52,0.13,9.8,9.8,5.67,4.49,1.46,39:27,2.59
830,960,2003,13.4,6.1,0.11,3.12,3.76,5.21,1.9,4.98,4.98,1.77,1.55,1.21,38:05,2.2
831,978,2003,11.13,1.86,1.0,6.46,8.28,0.04,0.0,4.9,4.9,1.59,1.33,0.7,31:46,1.65
832,1037,2003,26.38,6.75,0.1,3.0,3.71,4.15,1.19,9.06,9.06,9.48,7.06,2.4,42:38,4.35
833,1016,2003,8.64,1.83,2.6,7.17,10.1,0.03,0.0,3.64,3.64,1.89,1.36,1.19,30:03,1.36
834,1018,2003,16.28,2.05,0.44,5.29,7.52,0.4,0.11,5.89,5.89,5.05,4.39,0.8,31:39,2.16
835,1027,2003,20.23,8.88,0.11,2.53,3.25,3.38,1.07,7.38,7.38,5.38,4.4,1.59,40:10,3.07
836,1036,2003,22.96,4.75,0.2,3.93,5.16,6.75,2.62,7.98,7.98,4.82,4.38,1.29,38:47,2.84
837,1009,2003,14.04,4.5,0.79,5.93,8.34,3.72,1.0,5.89,5.89,2.27,1.26,0.79,34:35,2.46
838,1033,2003,9.38,1.09,0.89,4.63,6.85,0.08,0.0,3.95,3.95,2.02,1.48,0.69,25:48,1.18
839,1024,2003,13.07,2.51,0.49,3.3,3.99,3.37,1.18,5.29,5.29,1.66,1.3,1.52,34:43,1.16
840,1054,2003,3.18,0.18,0.33,2.12,3.39,0.06,0.0,1.15,1.15,1.33,0.88,0.27,12:36,0.45
841,1012,2003,12.34,0.81,1.85,7.34,11.99,0.03,0.0,4.7,4.7,4.49,2.93,0.45,32:32,1.77
