Player ID,Player ID,Season,Average Points,Average Assists,Average Blocks,Average Defensive Rebounds,Average Offensive Rebounds,Average 3PT Attempts,Average 3PT Made,Average 2PT Attempts,Average 2PT Made,Average Free Throw Attempts,Average Free Throws Made,Average Steals per Game,Average Mins per Game,Average Turn Overs per Game
1394,1016,2008,10.34,2.05,2.13,8.53,11.13,0.06,0.02,4.1,4.1,2.94,2.13,0.82,31:03,1.5
1395,1027,2008,3.83,3.26,0.13,1.13,1.22,1.09,0.26,1.65,1.65,0.57,0.26,0.43,18:00,1.61
1396,1036,2008,18.15,2.76,0.16,2.68,3.52,6.15,2.52,6.32,6.32,3.15,3.0,0.87,36:24,1.7
1397,1033,2008,1.35,0.18,0.29,1.06,1.47,0.0,0.0,0.59,0.59,0.47,0.18,0.24,7:20,0.53
1398,1012,2008,5.68,0.96,1.19,4.36,7.06,0.0,0.0,2.28,2.28,1.76,1.13,0.3,22:56,0.93
1399,1089,2008,19.33,3.52,1.68,7.99,10.67,0.03,0.0,7.44,7.44,6.44,4.45,0.51,33:39,2.2
1400,1097,2008,17.72,6.41,0.23,2.62,3.03,5.03,2.05,5.19,5.19,5.8,5.29,1.18,35:17,2.24
1401,1086,2008,4.05,2.39,0.01,0.97,1.04,0.81,0.3,1.34,1.34,1.35,1.08,0.35,13:47,0.84
1402,1090,2008,4.83,0.4,0.32,2.42,3.61,0.12,0.03,2.05,2.05,1.06,0.7,0.34,15:36,0.6
1403,1116,2008,8.52,1.06,0.17,2.48,3.14,2.95,1.22,2.95,2.95,1.89,1.39,0.48,19:28,1.09
1404,1103,2008,1.7,0.1,0.8,1.7,2.6,0.0,0.0,0.7,0.7,0.6,0.3,0.0,6:11,0.3
1405,1087,2008,15.57,5.0,0.43,3.83,4.4,3.34,1.26,5.37,5.37,4.46,3.57,1.2,33:45,1.97
1406,1199,2008,14.89,4.96,0.14,3.04,3.52,5.42,2.11,5.53,5.53,2.16,1.71,1.24,34:40,1.62
1407,1198,2008,22.23,1.89,0.31,6.48,8.9,3.94,1.38,8.32,8.32,5.58,4.21,1.17,38:13,1.54
1408,88,2008,20.78,4.7,0.48,4.2,5.13,4.9,1.89,7.35,7.35,5.13,4.19,1.03,36:49,2.08
1409,1152,2008,11.64,2.16,0.25,2.6,2.89,3.51,1.36,4.07,4.07,2.64,2.13,1.31,26:54,1.29
1410,346,2008,25.85,2.43,0.78,7.32,8.41,2.1,0.75,9.56,9.56,6.73,5.99,0.75,37:39,1.94
1411,1168,2008,20.47,3.63,0.33,4.95,5.64,3.75,1.47,6.67,6.67,6.84,5.67,0.99,37:28,2.81
1412,1247,2008,13.76,1.28,1.55,6.1,8.76,0.0,0.0,5.62,5.62,3.72,2.52,0.59,31:44,2.34
1413,1237,2008,14.89,7.71,0.54,2.95,3.66,5.05,1.52,5.46,5.46,3.23,2.45,1.66,34:35,2.97
1414,1216,2008,11.35,2.62,1.26,5.91,8.17,1.32,0.42,4.44,4.44,3.29,2.05,0.99,29:41,1.77
1415,1251,2008,6.99,1.11,0.14,2.55,3.14,2.27,0.93,2.42,2.42,1.43,1.22,0.38,20:37,0.74
1416,1245,2008,18.28,4.43,0.06,2.43,3.09,2.84,1.04,6.96,6.96,3.93,3.33,0.6,34:00,1.99
1417,1222,2008,16.3,6.51,0.17,2.99,4.49,0.65,0.18,6.0,6.0,4.99,4.12,1.33,36:17,2.43
1418,1226,2008,12.91,2.01,0.96,5.93,8.54,0.77,0.14,5.54,5.54,2.13,1.7,1.28,35:48,1.52
1419,1242,2008,19.55,3.39,0.27,1.86,2.39,6.16,2.26,7.31,7.31,3.04,2.68,1.31,33:39,1.61
1420,1281,2008,11.65,2.0,1.12,4.76,5.98,0.58,0.21,4.82,4.82,2.98,1.8,1.45,31:58,1.58
1421,1285,2008,3.26,0.16,0.42,1.58,2.42,0.05,0.05,1.26,1.26,1.37,0.68,0.21,9:42,0.84
1422,1295,2008,3.53,0.5,0.59,1.12,1.68,0.18,0.03,1.41,1.41,0.91,0.68,0.32,8:45,0.62
1423,1299,2008,9.89,4.47,0.42,5.62,6.62,3.08,1.16,3.62,3.62,2.04,1.49,0.41,32:16,1.99
1424,1279,2008,2.0,0.56,0.33,1.06,1.89,0.0,0.0,0.83,0.83,0.39,0.33,0.06,5:49,0.56
1425,111,2008,19.69,4.43,0.2,2.62,2.97,6.06,2.18,6.45,6.45,5.29,4.62,0.88,38:07,2.28
1426,1286,2008,5.46,0.33,1.18,6.26,8.74,0.01,0.0,2.05,2.05,2.06,1.37,0.41,23:48,0.95
1427,1296,2008,9.71,3.51,0.1,1.7,2.01,3.05,1.29,3.39,3.39,2.0,1.65,0.92,26:55,1.36
1428,1368,2008,4.19,0.55,0.41,3.43,5.0,0.0,0.0,1.55,1.55,2.1,1.09,0.41,17:13,0.86
1429,94,2008,8.82,0.49,1.24,5.11,8.73,0.0,0.0,3.56,3.56,2.96,1.71,0.33,32:06,1.56
1430,170,2008,18.86,3.51,1.0,6.4,9.63,0.02,0.01,7.31,7.31,5.42,4.23,0.64,37:01,1.94
1431,1376,2008,1.67,0.0,0.0,1.33,1.33,0.0,0.0,0.67,0.67,1.0,0.33,0.0,3:55,0.67
1432,1372,2008,16.83,2.03,0.39,3.36,4.43,4.51,1.79,6.46,6.46,2.76,2.13,1.06,33:28,1.32
1433,1378,2008,7.27,2.28,0.9,3.88,4.75,3.95,1.52,2.42,2.42,1.12,0.92,0.8,33:51,0.82
1434,1367,2008,2.27,0.43,0.75,2.12,3.64,0.0,0.0,0.99,0.99,0.88,0.29,0.39,13:49,0.52
1435,1364,2008,21.37,5.76,0.24,3.56,4.38,5.24,1.89,7.85,7.85,4.58,3.78,1.06,39:32,2.47
1436,1445,2008,19.66,1.78,1.95,7.23,9.88,0.01,0.01,7.35,7.35,5.71,4.95,0.39,33:37,3.04
1437,1429,2008,15.06,2.44,0.5,3.0,3.78,5.0,1.78,5.17,5.17,3.61,2.94,0.67,27:29,2.11
1438,1441,2008,11.86,0.94,0.35,4.88,7.1,0.08,0.0,4.65,4.65,3.06,2.57,0.59,24:47,1.49
1439,342,2008,14.58,1.4,1.31,5.39,7.77,0.06,0.01,5.56,5.56,4.78,3.45,1.23,32:36,1.91
1440,1422,2008,7.21,0.76,0.26,2.92,4.47,0.06,0.0,2.97,2.97,2.26,1.27,0.42,16:55,1.21
1441,1433,2008,21.4,1.96,1.08,5.92,8.11,0.13,0.06,7.62,7.62,7.3,6.09,0.92,36:45,2.83
1442,1439,2008,20.78,4.33,0.3,4.42,6.18,3.13,0.97,7.33,7.33,6.0,5.15,1.58,38:34,3.13
1443,237,2008,28.44,7.25,1.15,6.26,7.57,4.74,1.63,9.74,9.74,9.41,7.33,1.69,37:42,2.98
1444,1495,2008,5.46,0.56,0.84,2.97,4.33,0.0,0.0,2.25,2.25,1.72,0.97,0.36,16:57,0.79
1445,17,2008,22.79,3.36,0.36,5.21,6.82,2.58,0.95,8.11,8.11,7.09,5.62,1.14,34:30,3.02
1446,1482,2008,22.68,2.48,1.0,7.22,10.01,0.64,0.16,7.99,7.99,8.01,6.55,0.87,38:01,2.26
1447,461,2008,30.2,7.46,1.34,3.91,5.04,3.52,1.11,10.81,10.81,9.76,7.47,2.19,38:34,3.44
1448,1499,2008,12.03,1.48,1.45,5.55,7.97,0.0,0.0,5.19,5.19,2.42,1.65,0.55,29:41,2.71
1449,1505,2008,9.86,3.86,0.37,2.1,2.41,3.31,1.35,3.59,3.59,1.69,1.33,1.29,26:14,1.71
1450,1468,2008,14.95,5.3,0.22,2.7,3.5,1.41,0.47,5.58,5.58,3.8,3.31,1.2,30:30,2.43
1451,1496,2008,8.7,0.73,0.09,3.24,3.61,3.3,1.27,3.47,3.47,0.7,0.49,0.7,24:45,0.66
1452,220,2008,20.56,1.42,2.92,9.58,13.84,0.03,0.0,7.09,7.09,10.75,6.38,0.97,35:42,3.04
1453,1559,2008,13.23,0.65,1.66,6.73,10.09,0.0,0.0,5.28,5.28,4.5,2.67,0.59,32:49,1.76
1454,1562,2008,20.72,3.4,0.27,2.82,3.45,5.15,2.11,7.29,7.29,4.66,4.02,0.87,36:34,2.44
1455,280,2008,5.92,1.67,0.17,2.08,2.33,0.0,0.0,2.58,2.58,0.83,0.75,0.58,19:16,0.75
1456,195,2008,21.3,6.9,0.19,2.91,3.35,3.19,0.93,6.59,6.59,8.77,7.19,1.65,36:08,3.07
1457,124,2008,14.08,1.92,0.51,4.39,6.02,0.41,0.16,5.41,5.41,3.9,3.1,1.22,33:59,1.47
1458,224,2008,18.79,5.29,0.44,4.62,5.74,3.18,0.98,6.61,6.61,6.35,4.6,1.6,39:51,2.71
1459,1593,2008,11.72,2.0,1.03,7.0,10.25,0.0,0.0,5.08,5.08,2.72,1.56,0.64,31:12,2.39
1460,482,2008,13.85,1.33,0.64,4.46,6.26,2.54,0.9,4.67,4.67,4.48,3.61,0.93,34:19,1.15
1461,1601,2008,19.44,10.66,0.29,2.51,2.87,3.32,1.03,6.81,6.81,5.65,4.79,1.07,36:50,3.35
1462,367,2008,22.83,11.04,0.13,4.65,5.54,2.26,0.82,8.09,8.09,6.72,5.83,2.77,38:29,2.96
1463,155,2008,14.17,6.74,0.37,3.12,3.78,2.52,0.72,5.39,5.39,3.32,2.67,1.54,37:38,2.78
1464,1620,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5:15,0.0
1465,1627,2008,16.21,1.76,0.72,4.69,6.67,3.31,1.14,6.24,6.24,3.08,2.58,0.64,26:51,1.77
1466,164,2008,4.17,0.38,0.25,1.57,2.22,0.52,0.17,1.79,1.79,0.57,0.41,0.27,11:50,0.46
1467,1652,2008,4.1,0.1,0.1,1.03,1.93,0.07,0.03,1.34,1.34,1.83,1.38,0.1,7:25,0.41
1468,1608,2008,14.28,1.42,1.8,5.22,7.96,0.0,0.0,5.62,5.62,4.3,3.04,0.36,28:55,1.7
1469,1700,2008,15.41,1.21,1.24,4.44,5.33,3.73,1.53,5.53,5.53,3.41,2.83,0.44,31:27,1.73
1470,6,2008,18.15,1.94,0.95,4.58,7.47,0.35,0.09,7.42,7.42,4.12,3.22,0.95,37:05,1.49
1471,1692,2008,4.02,0.79,0.08,1.19,1.54,1.85,0.62,1.54,1.54,0.44,0.33,0.17,13:40,0.62
1472,1671,2008,10.85,0.97,1.91,4.56,6.43,0.11,0.04,3.9,3.9,3.85,3.01,1.15,27:31,1.63
1473,1694,2008,4.13,0.27,0.4,2.31,3.4,0.04,0.0,1.56,1.56,1.4,1.02,0.49,11:23,0.76
1474,1689,2008,22.63,5.13,0.28,3.41,4.74,2.82,1.06,8.12,8.12,6.47,5.33,1.13,37:13,1.95
1475,1677,2008,16.27,4.33,0.37,2.57,3.06,4.4,1.59,5.7,5.7,3.89,3.29,1.03,35:37,2.14
1476,171,2008,18.9,1.71,0.75,4.15,5.53,3.06,1.08,7.24,7.24,4.35,3.34,1.24,37:17,2.57
1477,1679,2008,2.59,0.28,0.49,1.36,1.69,0.05,0.0,1.15,1.15,0.51,0.28,0.15,6:32,0.56
1478,1690,2008,3.33,0.0,0.5,1.5,2.33,0.0,0.0,1.0,1.0,1.67,1.33,0.17,4:41,0.67
1479,1798,2008,8.85,0.51,1.13,4.18,6.95,0.0,0.0,3.25,3.25,3.7,2.36,0.41,21:32,1.43
1480,140,2008,25.28,2.77,0.72,5.47,6.51,3.11,1.31,8.93,8.93,7.08,6.11,1.3,38:59,3.04
1481,219,2008,11.54,2.43,1.42,7.15,9.31,0.01,0.0,4.66,4.66,3.06,2.22,0.79,33:28,1.54
1482,104,2008,10.91,4.32,0.1,3.06,3.37,2.65,1.07,3.94,3.94,2.4,1.96,1.1,30:35,1.74
1483,188,2008,16.54,1.99,0.42,5.12,6.65,3.17,1.23,6.1,6.1,3.94,3.1,1.04,36:50,2.22
1484,1745,2008,8.61,0.98,0.59,4.25,5.34,2.3,0.79,3.13,3.13,2.02,1.56,0.48,23:17,1.15
1485,1764,2008,6.2,1.67,0.2,2.07,3.27,0.8,0.33,2.47,2.47,1.27,0.93,1.0,20:28,0.87
1486,1768,2008,8.28,0.54,0.95,2.44,4.03,0.1,0.0,3.33,3.33,2.18,1.62,0.56,17:38,0.59
1487,1771,2008,6.71,1.33,1.38,4.53,7.58,0.01,0.0,2.59,2.59,2.28,1.54,0.61,24:13,1.03
1488,1775,2008,11.38,1.94,1.21,5.21,7.13,1.49,0.52,4.84,4.84,1.77,1.17,0.57,29:20,2.08
1489,401,2008,16.8,6.32,0.22,2.73,3.91,0.89,0.2,7.09,7.09,3.09,2.43,0.81,37:02,2.49
1490,39,2008,13.86,1.02,0.46,4.06,5.42,1.0,0.41,5.58,5.58,2.98,2.3,0.51,24:47,1.49
1491,1811,2008,18.49,3.2,0.16,3.07,3.76,4.61,1.77,6.85,6.85,3.43,3.01,1.11,38:03,2.76
1492,472,2008,15.32,5.3,0.2,2.7,4.87,1.57,0.43,5.32,5.32,5.22,4.26,1.34,32:32,3.34
1493,285,2008,11.1,1.04,0.62,5.68,9.06,0.23,0.02,3.9,3.9,4.15,3.27,0.43,25:16,1.46
1494,167,2008,6.07,0.54,0.14,1.5,1.96,2.57,1.14,2.0,2.0,0.96,0.93,0.5,14:42,0.54
1495,178,2008,16.05,2.76,0.45,2.0,2.58,4.32,1.68,5.27,5.27,4.49,3.83,1.0,34:18,2.1
1496,1797,2008,4.71,0.71,0.49,1.2,1.95,0.78,0.27,1.73,1.73,1.41,0.98,0.25,12:08,0.88
1497,21,2008,11.81,3.47,0.03,1.61,1.85,3.42,1.5,3.71,3.71,3.24,2.89,0.58,26:29,1.65
1498,283,2008,13.02,1.05,1.84,5.37,8.11,0.02,0.0,5.46,5.46,2.65,2.1,0.54,30:30,1.79
1499,735,2009,12.0,1.51,1.17,4.94,6.7,0.02,0.0,4.94,4.94,4.26,2.11,0.28,23:24,1.98
1500,835,2009,1.0,0.69,0.0,1.0,1.08,1.0,0.08,0.38,0.38,0.15,0.15,0.08,9:22,0.31
1501,908,2009,10.3,9.05,0.44,4.96,5.56,5.18,2.2,3.55,3.55,1.24,1.0,1.81,36:00,2.44
1502,879,2009,11.26,2.38,0.44,4.58,5.49,0.99,0.43,4.15,4.15,3.1,2.53,0.74,30:00,1.33
1503,922,2009,5.99,0.84,0.14,3.11,4.59,0.01,0.0,2.62,2.62,0.96,0.75,0.37,22:20,0.99
1504,957,2009,3.03,0.33,0.3,1.42,2.45,0.11,0.02,1.2,1.2,0.75,0.61,0.09,9:14,0.34
1505,965,2009,5.79,1.08,0.42,3.97,5.91,0.03,0.0,2.66,2.66,0.74,0.47,0.56,21:00,1.03
1506,946,2009,8.52,1.67,0.21,1.93,2.38,3.1,1.07,3.07,3.07,1.64,1.31,0.5,20:21,1.57
1507,948,2009,8.99,1.01,0.89,3.58,4.11,3.67,1.04,3.37,3.37,1.58,1.22,1.01,22:32,0.8
1508,971,2009,14.35,2.68,0.83,6.2,7.33,0.07,0.01,5.83,5.83,3.2,2.68,0.99,29:51,1.46
1509,978,2009,3.0,0.67,0.66,2.96,4.16,0.0,0.0,1.41,1.41,0.21,0.17,0.37,14:59,0.69
1510,1037,2009,13.75,4.04,0.07,2.25,2.82,0.89,0.32,4.86,4.86,4.68,3.71,0.68,30:52,2.29
1511,1016,2009,7.51,2.51,1.97,8.41,11.77,0.09,0.03,3.22,3.22,1.65,1.05,1.28,31:16,1.23
1512,1036,2009,16.3,2.63,0.31,2.6,3.16,4.99,1.81,5.8,5.8,3.16,2.89,0.8,35:14,1.61
1513,1012,2009,5.96,0.56,1.4,4.95,7.27,0.05,0.02,2.42,2.42,1.84,1.11,0.27,23:16,1.11
1514,1089,2009,17.88,3.15,1.5,7.27,10.1,0.14,0.03,7.19,7.19,4.79,3.47,0.58,31:15,1.79
1515,1097,2009,19.55,5.6,0.12,2.78,3.12,5.58,2.15,5.51,5.51,7.01,6.38,1.12,34:06,2.42
1516,1090,2009,2.4,0.2,0.13,1.27,1.53,0.27,0.07,0.93,0.93,0.67,0.47,0.27,8:55,0.2
1517,1116,2009,7.5,0.78,0.11,1.56,2.28,2.39,0.89,2.72,2.72,1.33,1.17,0.56,15:50,0.78
1518,1087,2009,8.17,3.3,0.47,2.4,3.13,2.13,0.53,3.03,3.03,2.1,1.57,0.5,22:24,1.47
1519,1199,2009,9.13,3.88,0.04,2.05,2.3,4.05,1.58,3.35,3.35,0.99,0.85,0.84,27:25,1.13
1520,1198,2009,18.71,1.27,0.32,6.35,8.41,3.74,1.29,7.24,7.24,4.55,2.94,1.08,36:27,1.38
1521,88,2009,16.59,3.15,0.24,3.47,3.91,4.32,1.59,5.79,5.79,4.08,3.43,0.71,30:48,1.41
1522,1161,2009,6.01,3.63,0.04,1.45,1.54,2.7,1.02,2.3,2.3,0.5,0.38,0.65,20:46,1.06
1523,1152,2009,9.13,3.04,0.33,2.64,3.16,3.09,0.96,3.04,3.04,2.51,2.09,1.16,24:46,1.67
1524,346,2009,25.02,2.69,0.98,6.67,7.65,1.49,0.63,8.89,8.89,7.23,6.62,0.86,37:30,1.84
1525,1168,2009,18.25,3.07,0.44,3.82,4.37,3.7,1.54,5.76,5.76,6.1,5.2,1.18,33:57,2.34
1526,1247,2009,13.11,1.43,1.05,3.71,6.07,0.01,0.0,5.42,5.42,3.07,2.26,1.08,30:13,1.72
1527,1237,2009,15.27,7.97,0.57,2.85,3.55,3.95,1.09,5.49,5.49,3.88,3.19,1.68,33:38,2.81
1528,1216,2009,10.76,3.26,0.72,7.54,9.78,2.22,0.71,4.17,4.17,2.46,1.71,0.91,31:31,1.83
1529,1264,2009,4.72,0.64,0.68,1.48,2.08,1.56,0.56,1.6,1.6,1.04,0.96,0.08,11:41,1.12
1530,1245,2009,18.07,4.39,0.07,2.0,2.65,3.0,0.89,6.37,6.37,5.24,4.43,0.65,33:44,2.5
1531,1222,2009,13.98,5.43,0.11,2.26,3.24,0.98,0.2,4.93,4.93,4.78,3.93,1.13,30:29,2.11
1532,1226,2009,11.97,1.43,0.81,4.25,6.36,0.25,0.04,5.27,5.27,1.85,1.4,0.92,31:48,1.32
1533,1242,2009,16.62,3.79,0.22,1.57,1.82,4.84,1.77,5.92,5.92,3.48,3.01,1.22,32:58,1.42
1534,1281,2009,11.5,1.88,1.05,6.97,9.41,0.5,0.14,4.88,4.88,2.88,1.6,1.24,34:14,1.57
1535,1299,2009,10.85,3.93,0.22,5.2,6.22,3.17,1.52,4.02,4.02,1.57,1.3,0.72,33:25,2.13
1536,111,2009,18.04,3.01,0.15,2.11,2.54,5.41,2.06,6.28,6.28,3.99,3.42,0.77,31:08,1.73
1537,1286,2009,4.1,0.27,1.43,5.53,7.93,0.0,0.0,1.5,1.5,1.7,1.1,0.27,22:42,1.3
1538,1296,2009,6.87,2.55,0.0,0.87,1.02,2.96,1.11,2.43,2.43,1.15,0.89,0.64,18:18,1.11
1539,1368,2009,3.27,0.46,0.25,2.58,3.69,0.02,0.0,1.29,1.29,2.04,0.69,0.31,13:44,0.9
1540,94,2009,6.53,0.31,1.08,4.04,6.27,0.0,0.0,2.14,2.14,3.08,2.25,0.33,22:48,1.78
1541,170,2009,18.31,3.35,1.74,7.55,11.29,0.08,0.0,6.95,6.95,5.57,4.4,0.57,36:58,2.2
1542,1376,2009,3.71,0.0,0.14,1.29,1.86,0.0,0.0,1.14,1.14,2.43,1.43,0.0,8:51,1.86
1543,1372,2009,15.68,1.81,0.42,4.09,5.11,5.06,1.99,5.99,5.99,2.33,1.72,0.84,31:27,1.16
1544,1378,2009,7.97,2.45,1.13,3.55,4.66,4.16,1.51,2.66,2.66,1.58,1.15,0.79,32:21,0.96
1545,1367,2009,1.19,0.19,0.52,1.52,2.41,0.0,0.0,0.56,0.56,0.33,0.07,0.19,9:41,0.44
1546,1364,2009,21.3,4.86,0.07,3.67,4.64,4.61,1.7,8.36,8.36,3.54,2.89,1.08,37:58,1.91
1547,1429,2009,9.94,1.54,0.22,3.15,3.52,3.52,1.12,3.42,3.42,2.36,1.99,0.57,22:10,1.07
1548,1441,2009,10.9,0.67,0.83,4.79,7.74,0.11,0.01,4.11,4.11,3.09,2.66,0.59,25:04,1.54
1549,342,2009,13.84,2.48,1.0,5.62,7.65,0.02,0.0,5.13,5.13,5.07,3.57,1.4,33:35,1.52
1550,1422,2009,4.47,0.38,0.35,2.15,3.44,0.0,0.0,1.85,1.85,1.53,0.76,0.38,12:58,1.12
1551,1433,2009,23.12,1.0,1.01,6.12,8.93,0.07,0.01,8.59,8.59,7.71,5.94,0.63,34:36,2.6
1552,1439,2009,16.3,2.11,0.32,4.82,6.23,1.96,0.57,6.08,6.08,4.26,3.57,1.57,37:37,2.16
1553,237,2009,29.71,8.57,1.01,6.36,7.29,5.09,1.7,10.11,10.11,10.17,7.8,1.64,39:01,3.43
1554,1495,2009,6.72,1.47,1.06,3.25,4.72,0.03,0.0,3.13,3.13,0.88,0.47,0.69,21:24,1.09
1555,17,2009,28.16,3.22,0.43,4.38,6.58,2.71,0.86,9.97,9.97,8.87,7.36,1.28,38:10,3.03
1556,1482,2009,23.97,2.37,0.97,7.91,10.84,0.31,0.11,8.57,8.57,8.43,6.71,0.61,36:04,2.41
1557,461,2009,26.56,6.51,1.06,3.45,4.84,3.16,0.95,9.34,9.34,9.12,6.94,1.84,36:15,3.27
1558,1499,2009,18.53,1.58,1.24,6.84,9.26,0.08,0.0,7.75,7.75,4.04,3.03,0.49,34:19,2.93
1559,1505,2009,10.88,4.46,0.32,3.19,3.51,3.78,1.41,4.16,4.16,1.53,1.15,1.15,33:32,1.53
1560,1468,2009,10.3,3.83,0.23,2.3,3.17,1.06,0.17,3.96,3.96,2.87,2.21,0.94,25:17,1.91
1561,1496,2009,7.78,0.89,0.2,2.2,2.4,3.98,1.33,3.07,3.07,0.4,0.31,0.64,22:56,0.62
1562,220,2009,18.33,1.76,2.78,9.73,13.2,0.09,0.0,6.22,6.22,9.95,5.89,0.91,34:40,3.34
1563,1559,2009,10.37,0.67,1.55,5.99,9.05,0.0,0.0,4.24,4.24,3.34,1.88,0.66,28:54,1.35
1564,1562,2009,13.79,2.68,0.1,1.5,1.92,3.77,1.21,4.69,4.69,3.71,3.19,0.79,27:53,1.9
1565,280,2009,6.94,3.61,0.31,1.72,2.17,0.17,0.0,2.89,2.89,1.33,1.17,0.47,22:05,1.61
1566,195,2009,16.88,6.61,0.28,2.8,3.17,3.39,0.94,5.56,5.56,6.03,4.81,1.23,34:41,2.83
1567,124,2009,17.57,2.04,0.87,5.44,7.31,1.19,0.46,6.76,6.76,4.71,3.6,0.94,37:52,1.91
1568,224,2009,17.09,5.76,0.67,5.45,6.45,3.7,1.15,6.05,6.05,5.24,3.84,1.72,38:56,2.66
1569,1593,2009,15.87,1.84,2.54,7.14,10.16,0.03,0.0,6.86,6.86,3.43,2.16,0.57,32:18,1.9
1570,482,2009,10.12,1.15,0.57,3.83,5.14,1.63,0.49,3.73,3.73,2.65,2.17,0.81,30:28,0.89
1571,1601,2009,18.67,10.5,0.21,3.33,3.99,3.41,1.26,6.5,6.5,5.5,4.41,1.26,36:51,3.32
1572,367,2009,18.69,10.67,0.18,3.8,4.24,2.82,1.16,6.98,6.98,4.22,3.58,2.13,38:03,2.49
1573,155,2009,12.1,5.58,0.28,2.94,3.6,1.95,0.75,4.85,4.85,2.16,1.65,1.54,33:02,2.1
1574,1620,2009,9.37,0.76,0.49,2.7,3.27,4.05,1.51,3.16,3.16,1.89,1.54,0.55,24:27,0.73
1575,1627,2009,11.94,0.68,0.71,3.59,4.68,3.62,1.27,4.65,4.65,1.67,1.36,0.62,23:41,0.95
1576,164,2009,11.16,1.4,0.91,4.46,5.27,4.84,2.12,3.91,3.91,1.49,1.21,0.79,27:02,0.9
1577,1608,2009,15.03,1.05,1.45,5.6,8.32,0.02,0.0,6.03,6.03,4.02,2.97,0.54,30:24,1.77
1578,1700,2009,17.2,1.16,1.39,4.85,6.16,4.06,1.51,6.71,6.71,2.93,2.26,0.31,34:59,1.5
1579,6,2009,17.86,2.05,0.62,5.58,8.04,0.21,0.06,7.42,7.42,3.9,2.95,0.86,37:27,1.33
1580,1692,2009,2.39,0.58,0.06,0.71,1.03,0.68,0.16,1.03,1.03,0.26,0.16,0.1,7:46,0.32
1581,1671,2009,9.41,1.04,1.57,4.7,6.2,0.06,0.0,3.59,3.59,3.24,2.22,1.17,22:35,1.7
1582,1694,2009,3.72,0.39,0.39,1.83,2.7,0.02,0.0,1.17,1.17,1.81,1.39,0.24,11:03,0.56
1583,1689,2009,21.51,4.69,0.25,3.26,4.38,3.4,1.12,7.55,7.55,6.77,5.28,0.94,37:12,1.98
1584,1677,2009,10.06,3.26,0.14,1.63,1.86,2.6,0.9,3.66,3.66,2.07,1.84,0.47,23:49,1.34
1585,171,2009,19.59,1.91,0.8,4.46,5.9,2.53,0.83,7.5,7.5,5.0,3.76,1.48,39:41,2.11
1586,1679,2009,1.73,0.09,0.36,0.82,1.0,0.09,0.0,0.73,0.73,0.55,0.27,0.18,4:36,0.45
1587,1798,2009,11.1,0.9,2.29,5.43,8.48,0.0,0.0,4.38,4.38,3.05,2.33,0.38,23:53,1.86
1588,140,2009,30.15,2.82,1.02,6.32,7.6,4.28,1.56,9.68,9.68,10.24,9.22,1.37,39:30,3.3
1589,219,2009,14.17,2.33,1.12,6.95,9.86,0.01,0.01,5.77,5.77,3.33,2.63,0.73,35:07,1.51
1590,104,2009,11.99,5.31,0.15,2.01,2.39,2.65,1.03,4.61,4.61,2.34,1.74,1.36,32:06,2.13
1591,188,2009,15.11,1.63,0.88,4.61,5.98,3.8,1.27,5.91,5.91,2.72,2.01,1.27,37:06,1.65
1592,1745,2009,11.98,0.9,1.0,4.94,7.15,0.79,0.29,4.37,4.37,3.71,2.96,0.71,31:49,1.48
1593,1764,2009,13.0,2.35,0.35,2.55,3.4,2.89,1.0,4.99,4.99,3.12,2.02,1.43,30:16,2.0
1594,1771,2009,10.73,2.06,1.56,7.56,11.0,0.0,0.0,4.09,4.09,3.42,2.55,0.5,30:04,1.83
1595,1775,2009,10.04,2.19,1.15,4.04,6.06,1.21,0.36,4.33,4.33,1.47,1.01,0.44,26:26,1.82
1596,401,2009,20.76,6.01,0.35,2.92,3.76,0.77,0.21,8.62,8.62,4.33,3.32,0.73,36:48,2.78
1597,39,2009,14.82,1.28,0.63,4.81,6.38,1.31,0.36,6.0,6.0,3.08,2.46,1.03,29:50,1.68
1598,1811,2009,17.46,2.95,0.21,3.05,3.79,4.33,1.66,6.61,6.61,3.2,2.59,1.2,37:58,2.15
1599,472,2009,16.12,7.95,0.41,3.15,4.89,1.27,0.28,5.91,5.91,5.15,4.01,1.32,34:18,3.27
1600,285,2009,14.03,2.27,0.38,7.18,10.97,1.77,0.58,4.85,4.85,4.6,3.75,0.72,28:33,1.95
1601,167,2009,15.07,1.67,0.72,4.11,4.91,6.02,2.3,4.84,4.84,3.79,3.1,0.93,33:54,1.36
1602,178,2009,16.85,3.0,0.23,2.18,2.58,5.18,1.92,5.68,5.68,4.82,3.58,1.11,35:57,2.32
1603,1797,2009,0.5,0.25,0.13,0.38,0.63,0.13,0.0,0.13,0.13,0.38,0.25,0.13,3:36,0.0
1604,21,2009,6.35,2.41,0.06,1.08,1.21,2.23,0.88,2.1,2.1,1.64,1.28,0.56,18:24,0.93
1605,283,2009,18.8,2.28,1.7,5.35,8.65,0.02,0.0,6.87,6.87,6.21,5.07,0.67,36:54,2.49
1606,1854,2009,3.06,0.16,1.31,2.32,3.57,0.0,0.0,1.13,1.13,1.37,0.79,0.22,12:59,0.63
1607,192,2009,9.91,1.8,0.26,2.59,3.21,3.26,1.22,3.07,3.07,3.16,2.55,1.05,22:52,1.39
